 Nascidos vivos - Brasil
Nascim p/resid.mãeNascim p/ocorrênc por Município
Período:2000-2022
"Município";"Nascim_p/resid.mãe";"Nascim_p/ocorrênc"
"211240 TURIACU";13393;12883
"211245 TURILANDIA";7336;3242
"211250 TUTOIA";22173;18544
"211260 URBANO SANTOS";14802;14166
"211270 VARGEM GRANDE";21349;19652
"211280 VIANA";22218;24312
"211285 VILA NOVA DOS MARTIRIOS";3536;1355
"211290 VITORIA DO MEARIM";13800;14157
"211300 VITORINO FREIRE";13076;14952
"211400 ZE DOCA";20705;25218
" MUNICIPIO IGNORADO - PI";28;-
"220005 ACAUA";2267;22
"220010 AGRICOLANDIA";1705;254
"220020 AGUA BRANCA";6552;7105
"220025 ALAGOINHA DO PIAUI";2241;86
"220027 ALEGRETE DO PIAUI";1582;19
"220030 ALTO LONGA";3477;1275
"220040 ALTOS";14898;4897
"220045 ALVORADA DO GURGUEIA";1994;124
"220050 AMARANTE";6613;5138
"220060 ANGICAL DO PIAUI";2214;424
"220070 ANISIO DE ABREU";3243;1412
"220080 ANTONIO ALMEIDA";1072;201
"220090 AROAZES";1838;491
"220095 AROEIRAS DO ITAIM";455;5
"220100 ARRAIAL";1652;506
"220105 ASSUNCAO DO PIAUI";3320;683
"220110 AVELINO LOPES";4652;2722
"220115 BAIXA GRANDE DO RIBEIRO";5337;4603
"220117 BARRA D'ALCANTARA";1222;56
"220120 BARRAS";18856;19370
"220130 BARREIRAS DO PIAUI";1023;350
"220140 BARRO DURO";2292;245
"220150 BATALHA";8935;3273
"220155 BELA VISTA DO PIAUI";1249;20
"220157 BELEM DO PIAUI";848;24
"220160 BENEDITINOS";3016;605
"220170 BERTOLINIA";1960;438
"220173 BETANIA DO PIAUI";2776;560
"220177 BOA HORA";2305;63
"220180 BOCAINA";1181;149
"220190 BOM JESUS";10783;26828
"220191 BOM PRINCIPIO DO PIAUI";2518;244
"220192 BONFIM DO PIAUI";1849;101
"220194 BOQUEIRAO DO PIAUI";2297;22
"220196 BRASILEIRA";2324;24
"220198 BREJO DO PIAUI";1320;12
"220200 BURITI DOS LOPES";8384;2817
"220202 BURITI DOS MONTES";2171;336
"220205 CABECEIRAS DO PIAUI";3118;54
"220207 CAJAZEIRAS DO PIAUI";950;95
"220208 CAJUEIRO DA PRAIA";2363;66
"220209 CALDEIRAO GRANDE DO PIAUI";1704;84
"220210 CAMPINAS DO PIAUI";1729;164
"220211 CAMPO ALEGRE DO FIDALGO";1616;136
"220213 CAMPO GRANDE DO PIAUI";2030;38
"220217 CAMPO LARGO DO PIAUI";2604;149
"220220 CAMPO MAIOR";16015;27885
"220225 CANAVIEIRA";1252;405
"220230 CANTO DO BURITI";7166;8074
"220240 CAPITAO DE CAMPOS";3946;328
"220245 CAPITAO GERVASIO OLIVEIRA";1294;101
"220250 CARACOL";4036;1079
"220253 CARAUBAS DO PIAUI";2038;117
"220255 CARIDADE DO PIAUI";1769;75
"220260 CASTELO DO PIAUI";7570;9319
"220265 CAXINGO";2141;173
"220270 COCAL";10327;3330
"220271 COCAL DE TELHA";1697;14
"220272 COCAL DOS ALVES";1874;77
"220273 COIVARAS";1185;26
"220275 COLONIA DO GURGUEIA";2187;483
"220277 COLONIA DO PIAUI";2263;114
"220280 CONCEICAO DO CANINDE";1702;482
"220285 CORONEL JOSE DIAS";1352;23
"220290 CORRENTE";10536;16732
"220300 CRISTALANDIA DO PIAUI";2960;1629
"220310 CRISTINO CASTRO";4233;1530
"220320 CURIMATA";4913;8001
"220323 CURRAIS";2093;41
"220325 CURRALINHOS";1307;59
"220327 CURRAL NOVO DO PIAUI";1800;146
"220330 DEMERVAL LOBAO";5091;2437
"220335 DIRCEU ARCOVERDE";2144;68
"220340 DOM EXPEDITO LOPES";1965;6
"220342 DOMINGOS MOURAO";1560;255
"220345 DOM INOCENCIO";2366;619
"220350 ELESBAO VELOSO";4479;3150
"220360 ELISEU MARTINS";1406;540
"220370 ESPERANTINA";15719;27803
"220375 FARTURA DO PIAUI";1733;337
"220380 FLORES DO PIAUI";1576;160
"220385 FLORESTA DO PIAUI";638;27
"220390 FLORIANO";22289;51509
"220400 FRANCINOPOLIS";1650;442
"220410 FRANCISCO AYRES";1518;259
"220415 FRANCISCO MACEDO";823;31
"220420 FRANCISCO SANTOS";2511;80
"220430 FRONTEIRAS";3632;3338
"220435 GEMINIANO";1942;50
"220440 GILBUES";4473;2535
"220450 GUADALUPE";4018;3361
"220455 GUARIBAS";1868;663
"220460 HUGO NAPOLEAO";1160;16
"220465 ILHA GRANDE";3695;12
"220470 INHUMA";4924;1575
"220480 IPIRANGA DO PIAUI";3151;720
"220490 ISAIAS COELHO";3035;1063
"220500 ITAINOPOLIS";3099;392
"220510 ITAUEIRA";3560;4205
"220515 JACOBINA DO PIAUI";1859;49
"220520 JAICOS";7179;6684
"220525 JARDIM DO MULATO";1162;17
"220527 JATOBA DO PIAUI";1569;18
"220530 JERUMENHA";1547;194
"220535 JOAO COSTA";933;7
"220540 JOAQUIM PIRES";5373;1396
"220545 JOCA MARQUES";2021;71
"220550 JOSE DE FREITAS";13761;6873
"220551 JUAZEIRO DO PIAUI";1713;59
"220552 JULIO BORGES";1917;337
"220553 JUREMA";1855;52
"220554 LAGOINHA DO PIAUI";877;7
"220555 LAGOA ALEGRE";2728;625
"220556 LAGOA DO BARRO DO PIAUI";1666;367
"220557 LAGOA DE SAO FRANCISCO";1978;26
"220558 LAGOA DO PIAUI";1210;13
"220559 LAGOA DO SITIO";1540;53
"220560 LANDRI SALES";1882;1011
"220570 LUIS CORREIA";11209;3052
"220580 LUZILANDIA";9887;13666
"220585 MADEIRO";3251;530
"220590 MANOEL EMIDIO";1857;2292
"220595 MARCOLANDIA";3151;1049
"220600 MARCOS PARENTE";1648;686
"220605 MASSAPE DO PIAUI";1832;80
"220610 MATIAS OLIMPIO";4354;1250
"220620 MIGUEL ALVES";13021;5868
"220630 MIGUEL LEAO";395;12
"220635 MILTON BRANDAO";1929;49
"220640 MONSENHOR GIL";3042;369
"220650 MONSENHOR HIPOLITO";2592;233
"220660 MONTE ALEGRE DO PIAUI";4018;1725
"220665 MORRO CABECA NO TEMPO";1528;225
"220667 MORRO DO CHAPEU DO PIAUI";2410;85
"220669 MURICI DOS PORTELAS";2818;370
"220670 NAZARE DO PIAUI";2405;581
"220672 NAZARIA";2011;33
"220675 NOSSA SENHORA DE NAZARE";1357;15
"220680 NOSSA SENHORA DOS REMEDIOS";3822;1556
"220690 NOVO ORIENTE DO PIAUI";1883;231
"220695 NOVO SANTO ANTONIO";742;56
"220700 OEIRAS";12973;24540
"220710 OLHO D'AGUA DO PIAUI";982;22
"220720 PADRE MARCOS";2293;673
"220730 PAES LANDIM";1543;336
"220735 PAJEU DO PIAUI";797;34
"220740 PALMEIRA DO PIAUI";1928;97
"220750 PALMEIRAIS";4682;1570
"220755 PAQUETA";1175;58
"220760 PARNAGUA";4312;3226
"220770 PARNAIBA";55575;110363
"220775 PASSAGEM FRANCA DO PIAUI";1475;131
"220777 PATOS DO PIAUI";1696;154
"220779 PAU D'ARCO DO PIAUI";900;36
"220780 PAULISTANA";8638;18172
"220785 PAVUSSU";1141;82
"220790 PEDRO II";14810;15056
"220793 PEDRO LAURENTINO";857;15
"220795 NOVA SANTA RITA";1598;21
"220800 PICOS";26830;74953
"220810 PIMENTEIRAS";3607;1128
"220820 PIO IX";6383;3124
"220830 PIRACURUCA";10160;11566
"220840 PIRIPIRI";22462;30719
"220850 PORTO";5671;3605
"220855 PORTO ALEGRE DO PIAUI";935;281
"220860 PRATA DO PIAUI";980;220
"220865 QUEIMADA NOVA";2674;789
"220870 REDENCAO DO GURGUEIA";3861;1065
"220880 REGENERACAO";6822;4137
"220885 RIACHO FRIO";1820;636
"220887 RIBEIRA DO PIAUI";1326;148
"220890 RIBEIRO GONCALVES";2664;2572
"220900 RIO GRANDE DO PIAUI";2104;867
"220910 SANTA CRUZ DO PIAUI";2102;1506
"220915 SANTA CRUZ DOS MILAGRES";938;52
"220920 SANTA FILOMENA";2496;2038
"220930 SANTA LUZ";2179;71
"220935 SANTANA DO PIAUI";1337;18
"220937 SANTA ROSA DO PIAUI";1717;337
"220940 SANTO ANTONIO DE LISBOA";1899;43
"220945 SANTO ANTONIO DOS MILAGRES";726;10
"220950 SANTO INACIO DO PIAUI";1112;279
"220955 SAO BRAZ DO PIAUI";1397;41
"220960 SAO FELIX DO PIAUI";611;93
"220965 SAO FRANCISCO DE ASSIS DO PIAUI";1823;176
"220970 SAO FRANCISCO DO PIAUI";2001;448
"220975 SAO GONCALO DO GURGUEIA";902;154
"220980 SAO GONCALO DO PIAUI";1576;5
"220985 SAO JOAO DA CANABRAVA";1454;93
"220987 SAO JOAO DA FRONTEIRA";1914;256
"220990 SAO JOAO DA SERRA";1854;449
"220995 SAO JOAO DA VARJOTA";1597;19
"220997 SAO JOAO DO ARRAIAL";3247;228
"221000 SAO JOAO DO PIAUI";8097;16949
"221005 SAO JOSE DO DIVINO";1803;12
"221010 SAO JOSE DO PEIXE";1299;647
"221020 SAO JOSE DO PIAUI";2364;100
"221030 SAO JULIAO";1944;232
"221035 SAO LOURENCO DO PIAUI";1230;34
"221037 SAO LUIS DO PIAUI";790;65
"221038 SAO MIGUEL DA BAIXA GRANDE";535;53
"221039 SAO MIGUEL DO FIDALGO";1027;218
"221040 SAO MIGUEL DO TAPUIO";6342;5942
"221050 SAO PEDRO DO PIAUI";4860;2250
"221060 SAO RAIMUNDO NONATO";13191;33291
"221062 SEBASTIAO BARROS";1581;176
"221063 SEBASTIAO LEAL";1326;42
"221065 SIGEFREDO PACHECO";2596;149
"221070 SIMOES";5699;6295
"221080 SIMPLICIO MENDES";4395;6692
"221090 SOCORRO DO PIAUI";1374;323
"221093 SUSSUAPARA";1990;13
"221095 TAMBORIL DO PIAUI";1076;41
"221097 TANQUE DO PIAUI";780;39
"221100 TERESINA";320786;470110
"221110 UNIAO";17252;11682
"221120 URUCUI";9451;10808
"221130 VALENCA DO PIAUI";7183;19544
"221135 VARZEA BRANCA";1756;125
"221140 VARZEA GRANDE";1413;333
"221150 VERA MENDES";1010;83
"221160 VILA NOVA DO PIAUI";827;11
"221170 WALL FERRAZ";1317;477
" MUNICIPIO IGNORADO - CE";37;-
"230010 ABAIARA";3189;33
"230015 ACARAPE";4967;18
"230020 ACARAU";23145;35485
"230030 ACOPIARA";16160;18492
"230040 AIUABA";4893;2525
"230050 ALCANTARAS";3397;156
"230060 ALTANEIRA";2428;434
"230070 ALTO SANTO";4719;2383
"230075 AMONTADA";16543;7259
"230080 ANTONINA DO NORTE";2530;1066
"230090 APUIARES";3746;1118
"230100 AQUIRAZ";23682;9293
"230110 ARACATI";23543;33879
"230120 ARACOIABA";8803;1998
"230125 ARARENDA";3396;1319
"230130 ARARIPE";9526;5707
"230140 ARATUBA";4328;1018
"230150 ARNEIROZ";2384;624
"230160 ASSARE";7429;3192
"230170 AURORA";8060;9733
"230180 BAIXIO";1759;275
"230185 BANABUIU";6607;2261
"230190 BARBALHA";25367;60412
"230195 BARREIRA";7175;1212
"230200 BARRO";6400;2042
"230205 BARROQUINHA";5420;1114
"230210 BATURITE";12596;31880
"230220 BEBERIBE";14945;7073
"230230 BELA CRUZ";9990;5766
"230240 BOA VIAGEM";17628;15381
"230250 BREJO SANTO";16705;42393
"230260 CAMOCIM";24427;31082
"230270 CAMPOS SALES";10196;9179
"230280 CANINDE";27422;38675
"230290 CAPISTRANO";5962;1111
"230300 CARIDADE";6036;2049
"230310 CARIRE";5547;2382
"230320 CARIRIACU";9358;2209
"230330 CARIUS";5347;2283
"230340 CARNAUBAL";6129;3882
"230350 CASCAVEL";22685;23106
"230360 CATARINA";3505;2786
"230365 CATUNDA";3010;1442
"230370 CAUCAIA";113311;71618
"230380 CEDRO";8056;6938
"230390 CHAVAL";4924;2784
"230393 CHORO";4761;1139
"230395 CHOROZINHO";6438;1456
"230400 COREAU";7690;2360
"230410 CRATEUS";25920;54125
"230420 CRATO";50421;83049
"230423 CROATA";6197;4021
"230425 CRUZ";9477;7187
"230426 DEPUTADO IRAPUAN PINHEIRO";2495;767
"230427 ERERE";1301;348
"230428 EUSEBIO";21902;31968
"230430 FARIAS BRITO";6836;3275
"230435 FORQUILHA";7635;349
"230440 FORTALEZA";861080;1044428
"230445 FORTIM";4541;806
"230450 FRECHEIRINHA";5457;1480
"230460 GENERAL SAMPAIO";2394;871
"230465 GRACA";4806;580
"230470 GRANJA";19354;13808
"230480 GRANJEIRO";1492;32
"230490 GROAIRAS";3203;406
"230495 GUAIUBA";7925;138
"230500 GUARACIABA DO NORTE";15899;11387
"230510 GUARAMIRANGA";2041;173
"230520 HIDROLANDIA";6069;2835
"230523 HORIZONTE";22746;13229
"230526 IBARETAMA";4929;1374
"230530 IBIAPINA";9023;6331
"230533 IBICUITINGA";3673;283
"230535 ICAPUI";5823;997
"230540 ICO";22504;26849
"230550 IGUATU";32219;48469
"230560 INDEPENDENCIA";7876;3121
"230565 IPAPORANGA";3842;977
"230570 IPAUMIRIM";3753;1345
"230580 IPU";14811;21174
"230590 IPUEIRAS";13387;10632
"230600 IRACEMA";4299;2689
"230610 IRAUCUBA";8453;4373
"230620 ITAICABA";2020;260
"230625 ITAITINGA";11971;1943
"230630 ITAPAGE";18459;17187
"230640 ITAPIPOCA";49135;81584
"230650 ITAPIUNA";6057;1851
"230655 ITAREMA";16529;10722
"230660 ITATIRA";7682;1040
"230670 JAGUARETAMA";5549;3543
"230680 JAGUARIBARA";3413;1181
"230690 JAGUARIBE";11643;10187
"230700 JAGUARUANA";9573;3116
"230710 JARDIM";10772;6826
"230720 JATI";2795;1151
"230725 JIJOCA DE JERICOACOARA";6912;2553
"230730 JUAZEIRO DO NORTE";91036;85766
"230740 JUCAS";8334;4882
"230750 LAVRAS DA MANGABEIRA";9272;8170
"230760 LIMOEIRO DO NORTE";18341;33043
"230763 MADALENA";5230;2475
"230765 MARACANAU";94242;125211
"230770 MARANGUAPE";32187;20167
"230780 MARCO";12141;7464
"230790 MARTINOPOLE";4182;1732
"230800 MASSAPE";13325;4275
"230810 MAURITI";16406;11509
"230820 MERUOCA";4932;1302
"230830 MILAGRES";9399;5770
"230835 MILHA";3865;1823
"230837 MIRAIMA";4950;435
"230840 MISSAO VELHA";13309;3378
"230850 MOMBACA";14037;12119
"230860 MONSENHOR TABOSA";5864;3599
"230870 MORADA NOVA";19348;19785
"230880 MORAUJO";2861;1064
"230890 MORRINHOS";7555;2688
"230900 MUCAMBO";4522;4360
"230910 MULUNGU";3422;610
"230920 NOVA OLINDA";5724;1158
"230930 NOVA RUSSAS";10336;7974
"230940 NOVO ORIENTE";9365;2784
"230945 OCARA";7293;2449
"230950 OROS";6927;5349
"230960 PACAJUS";21339;14818
"230970 PACATUBA";19314;610
"230980 PACOTI";3978;1550
"230990 PACUJA";1960;71
"231000 PALHANO";2718;637
"231010 PALMACIA";2908;1034
"231020 PARACURU";12650;9913
"231025 PARAIPABA";10347;3540
"231030 PARAMBU";11668;9965
"231040 PARAMOTI";3705;1316
"231050 PEDRA BRANCA";14030;11366
"231060 PENAFORTE";3705;67
"231070 PENTECOSTE";12604;9756
"231080 PEREIRO";5345;3209
"231085 PINDORETAMA";6592;1686
"231090 PIQUET CARNEIRO";4065;1588
"231095 PIRES FERREIRA";2898;274
"231100 PORANGA";4382;2181
"231110 PORTEIRAS";5940;1262
"231120 POTENGI";3554;1270
"231123 POTIRETAMA";1911;210
"231126 QUITERIANOPOLIS";6453;1919
"231130 QUIXADA";30617;49476
"231135 QUIXELO";5122;2197
"231140 QUIXERAMOBIM";26856;27602
"231150 QUIXERE";6485;1582
"231160 REDENCAO";9883;13991
"231170 RERIUTABA";6076;2693
"231180 RUSSAS";22684;28516
"231190 SABOEIRO";5472;3038
"231195 SALITRE";6879;2405
"231200 SANTANA DO ACARAU";11444;5797
"231210 SANTANA DO CARIRI";6738;2003
"231220 SANTA QUITERIA";13848;10554
"231230 SAO BENEDITO";19161;15338
"231240 SAO GONCALO DO AMARANTE";16996;9208
"231250 SAO JOAO DO JAGUARIBE";1912;699
"231260 SAO LUIS DO CURU";4090;1658
"231270 SENADOR POMPEU";8344;6243
"231280 SENADOR SA";2528;202
"231290 SOBRAL";75363;176196
"231300 SOLONOPOLE";4757;2420
"231310 TABULEIRO DO NORTE";9031;5815
"231320 TAMBORIL";8865;6424
"231325 TARRAFAS";2386;756
"231330 TAUA";19066;25047
"231335 TEJUCUOCA";5780;2301
"231340 TIANGUA";31296;42443
"231350 TRAIRI";18084;7656
"231355 TURURU";5983;1748
"231360 UBAJARA";12636;8807
"231370 UMARI";2404;748
"231375 UMIRIM";6652;1972
"231380 URUBURETAMA";8673;3894
"231390 URUOCA";4371;1199
"231395 VARJOTA";6410;2030
"231400 VARZEA ALEGRE";12852;14106
"231410 VICOSA DO CEARA";24076;21814
" MUNICIPIO IGNORADO - RN";79;-
"240010 ACARI";3330;3540
"240020 ACU";18651;24355
"240030 AFONSO BEZERRA";3228;847
"240040 AGUA NOVA";1065;-
"240050 ALEXANDRIA";4346;16600
"240060 ALMINO AFONSO";1580;4082
"240070 ALTO DO RODRIGUES";3713;278
"240080 ANGICOS";3760;2074
"240090 ANTONIO MARTINS";2338;2017
"240100 APODI";10489;9753
"240110 AREIA BRANCA";8451;3163
"240120 ARES";4704;747
"240130 AUGUSTO SEVERO";2729;540
"240140 BAIA FORMOSA";2994;271
"240145 BARAUNA";9537;1066
"240150 BARCELONA";1087;57
"240160 BENTO FERNANDES";1790;180
"240165 BODO";990;3
"240170 BOM JESUS";3240;387
"240180 BREJINHO";4220;1094
"240185 CAICARA DO NORTE";2063;6
"240190 CAICARA DO RIO DO VENTO";1117;20
"240200 CAICO";18481;27767
"240210 CAMPO REDONDO";3266;623
"240220 CANGUARETAMA";13147;5772
"240230 CARAUBAS";6679;6388
"240240 CARNAUBA DOS DANTAS";2216;539
"240250 CARNAUBAIS";3098;555
"240260 CEARA-MIRIM";28046;19829
"240270 CERRO CORA";3585;1421
"240280 CORONEL EZEQUIEL";1833;241
"240290 CORONEL JOAO PESSOA";1700;274
"240300 CRUZETA";2344;866
"240310 CURRAIS NOVOS";13301;25218
"240320 DOUTOR SEVERIANO";2477;123
"240325 PARNAMIRIM";78518;60093
"240330 ENCANTO";1996;664
"240340 EQUADOR";1922;772
"240350 ESPIRITO SANTO";2701;87
"240360 EXTREMOZ";10701;489
"240370 FELIPE GUERRA";1450;41
"240375 FERNANDO PEDROZA";894;4
"240380 FLORANIA";2942;993
"240390 FRANCISCO DANTAS";992;2
"240400 FRUTUOSO GOMES";1408;962
"240410 GALINHOS";717;56
"240420 GOIANINHA";11088;2650
"240430 GOVERNADOR DIX-SEPT ROSADO";3938;311
"240440 GROSSOS";2789;88
"240450 GUAMARE";5601;2853
"240460 IELMO MARINHO";3186;34
"240470 IPANGUACU";5317;15
"240480 IPUEIRA";560;57
"240485 ITAJA";2606;2
"240490 ITAU";1640;416
"240500 JACANA";2638;775
"240510 JANDAIRA";2396;183
"240520 JANDUIS";1755;448
"240530 JANUARIO CICCO";3129;976
"240540 JAPI";2514;26
"240550 JARDIM DE ANGICOS";784;7
"240560 JARDIM DE PIRANHAS";4075;652
"240570 JARDIM DO SERIDO";2876;2139
"240580 JOAO CAMARA";12844;11825
"240590 JOAO DIAS";879;1
"240600 JOSE DA PENHA";1942;138
"240610 JUCURUTU";5681;6042
"240615 JUNDIA";792;4
"240620 LAGOA D'ANTA";2134;282
"240630 LAGOA DE PEDRAS";2297;70
"240640 LAGOA DE VELHOS";973;5
"240650 LAGOA NOVA";5599;1820
"240660 LAGOA SALGADA";3368;39
"240670 LAJES";2991;2446
"240680 LAJES PINTADAS";1671;8
"240690 LUCRECIA";1041;255
"240700 LUIS GOMES";3754;1059
"240710 MACAIBA";22506;16677
"240720 MACAU";7648;11928
"240725 MAJOR SALES";1274;263
"240730 MARCELINO VIEIRA";2633;268
"240740 MARTINS";2444;1392
"240750 MAXARANGUAPE";3346;83
"240760 MESSIAS TARGINO";1370;484
"240770 MONTANHAS";3991;152
"240780 MONTE ALEGRE";6425;3323
"240790 MONTE DAS GAMELEIRAS";1000;246
"240800 MOSSORO";89027;146536
"240810 NATAL";281473;451039
"240820 NISIA FLORESTA";7871;53
"240830 NOVA CRUZ";12780;6205
"240840 OLHO-D'AGUA DO BORGES";1068;268
"240850 OURO BRANCO";1425;355
"240860 PARANA";1357;1
"240870 PARAU";1204;125
"240880 PARAZINHO";2115;442
"240890 PARELHAS";7344;8751
"240895 RIO DO FOGO";3726;92
"240910 PASSA E FICA";3551;2176
"240920 PASSAGEM";918;3
"240930 PATU";3945;3698
"240933 SANTA MARIA";1539;10
"240940 PAU DOS FERROS";9668;41901
"240950 PEDRA GRANDE";1407;259
"240960 PEDRA PRETA";899;6
"240970 PEDRO AVELINO";2085;556
"240980 PEDRO VELHO";5254;1271
"240990 PENDENCIAS";3561;79
"241000 PILOES";1091;114
"241010 POCO BRANCO";4389;968
"241020 PORTALEGRE";2420;423
"241025 PORTO DO MANGUE";1703;1
"241030 SERRA CAIADA";3791;1157
"241040 PUREZA";3058;177
"241050 RAFAEL FERNANDES";1645;3
"241060 RAFAEL GODEIRO";871;241
"241070 RIACHO DA CRUZ";1018;312
"241080 RIACHO DE SANTANA";1444;115
"241090 RIACHUELO";2384;7
"241100 RODOLFO FERNANDES";1605;612
"241105 TIBAU";1569;3
"241110 RUY BARBOSA";1147;246
"241120 SANTA CRUZ";13598;40169
"241140 SANTANA DO MATOS";3480;1968
"241142 SANTANA DO SERIDO";745;89
"241150 SANTO ANTONIO";8412;15677
"241160 SAO BENTO DO NORTE";1184;452
"241170 SAO BENTO DO TRAIRI";1556;88
"241180 SAO FERNANDO";972;9
"241190 SAO FRANCISCO DO OESTE";1285;1
"241200 SAO GONCALO DO AMARANTE";36308;23847
"241210 SAO JOAO DO SABUGI";1592;175
"241220 SAO JOSE DE MIPIBU";16684;43599
"241230 SAO JOSE DO CAMPESTRE";4004;1233
"241240 SAO JOSE DO SERIDO";1194;209
"241250 SAO MIGUEL";8914;6510
"241255 SAO MIGUEL DO GOSTOSO";2388;447
"241260 SAO PAULO DO POTENGI";5032;5420
"241270 SAO PEDRO";1983;487
"241280 SAO RAFAEL";2139;530
"241290 SAO TOME";3149;1246
"241300 SAO VICENTE";1644;226
"241310 SENADOR ELOI DE SOUZA";1786;86
"241320 SENADOR GEORGINO AVELINO";1540;6
"241330 SERRA DE SAO BENTO";2008;176
"241335 SERRA DO MEL";4579;197
"241340 SERRA NEGRA DO NORTE";2306;475
"241350 SERRINHA";2464;9
"241355 SERRINHA DOS PINTOS";1223;3
"241360 SEVERIANO MELO";1976;580
"241370 SITIO NOVO";1505;99
"241380 TABOLEIRO GRANDE";843;86
"241390 TAIPU";3878;1255
"241400 TANGARA";5193;448
"241410 TENENTE ANANIAS";3409;4017
"241415 TENENTE LAURENTINO CRUZ";2321;288
"241420 TIBAU DO SUL";4663;380
"241430 TIMBAUBA DOS BATISTAS";559;1
"241440 TOUROS";11578;4562
"241445 TRIUNFO POTIGUAR";1376;176
"241450 UMARIZAL";3114;632
"241460 UPANEMA";4105;692
"241470 VARZEA";1664;3
"241475 VENHA-VER";1317;1
"241480 VERA CRUZ";3874;127
"241490 VICOSA";609;22
"241500 VILA FLOR";1188;313
" MUNICIPIO IGNORADO - PB";73;-
"250010 AGUA BRANCA";3346;1593
"250020 AGUIAR";1677;522
"250030 ALAGOA GRANDE";10183;4545
"250040 ALAGOA NOVA";7923;1548
"250050 ALAGOINHA";5362;22
"250053 ALCANTIL";2424;86
"250057 ALGODAO DE JANDAIRA";1105;32
"250060 ALHANDRA";8955;715
"250070 SAO JOAO DO RIO DO PEIXE";4594;1413
"250073 AMPARO";827;5
"250077 APARECIDA";2459;2
"250080 ARACAGI";5133;44
"250090 ARARA";3582;481
"250100 ARARUNA";6658;4872
"250110 AREIA";9254;2806
"250115 AREIA DE BARAUNAS";799;30
"250120 AREIAL";2499;12
"250130 AROEIRAS";7107;1226
"250135 ASSUNCAO";1448;18
"250140 BAIA DA TRAICAO";3681;30
"250150 BANANEIRAS";7666;5025
"250153 BARAUNA";1435;17
"250157 BARRA DE SANTANA";2704;78
"250160 BARRA DE SANTA ROSA";4125;486
"250170 BARRA DE SAO MIGUEL";1924;97
"250180 BAYEUX";32802;11267
"250190 BELEM";5641;4171
"250200 BELEM DO BREJO DO CRUZ";2041;101
"250205 BERNARDINO BATISTA";1268;59
"250210 BOA VENTURA";1967;73
"250215 BOA VISTA";2256;44
"250220 BOM JESUS";927;3
"250230 BOM SUCESSO";1362;44
"250240 BONITO DE SANTA FE";4104;1697
"250250 BOQUEIRAO";6716;1972
"250260 IGARACY";1997;644
"250270 BORBOREMA";1735;6
"250280 BREJO DO CRUZ";4456;1690
"250290 BREJO DOS SANTOS";2180;1188
"250300 CAAPORA";9294;2838
"250310 CABACEIRAS";1597;90
"250320 CABEDELO";20707;7573
"250330 CACHOEIRA DOS INDIOS";3285;595
"250340 CACIMBA DE AREIA";1259;45
"250350 CACIMBA DE DENTRO";5778;1869
"250355 CACIMBAS";3456;390
"250360 CAICARA";2416;149
"250370 CAJAZEIRAS";20082;37881
"250375 CAJAZEIRINHAS";1158;14
"250380 CALDAS BRANDAO";1884;6
"250390 CAMALAU";2070;53
"250400 CAMPINA GRANDE";145432;312369
"250403 CAPIM";2342;29
"250407 CARAUBAS";1334;12
"250410 CARRAPATEIRA";670;1
"250415 CASSERENGUE";2302;36
"250420 CATINGUEIRA";1668;137
"250430 CATOLE DO ROCHA";9811;19935
"250435 CATURITE";1815;7
"250440 CONCEICAO";6412;3380
"250450 CONDADO";2532;12
"250460 CONDE";10511;688
"250470 CONGO";2001;243
"250480 COREMAS";5098;3221
"250485 COXIXOLA";460;3
"250490 CRUZ DO ESPIRITO SANTO";6440;74
"250500 CUBATI";2627;843
"250510 CUITE";6838;5210
"250520 CUITEGI";2667;12
"250523 CUITE DE MAMANGUAPE";1835;30
"250527 CURRAL DE CIMA";1898;39
"250530 CURRAL VELHO";783;16
"250535 DAMIAO";1604;16
"250540 DESTERRO";3157;532
"250550 VISTA SERRANA";1128;71
"250560 DIAMANTE";2228;95
"250570 DONA INES";3868;1410
"250580 DUAS ESTRADAS";1317;4
"250590 EMAS";1137;16
"250600 ESPERANCA";12394;12558
"250610 FAGUNDES";4381;362
"250620 FREI MARTINHO";758;104
"250625 GADO BRAVO";2868;52
"250630 GUARABIRA";19846;65940
"250640 GURINHEM";4762;834
"250650 GURJAO";1064;247
"250660 IBIARA";1707;229
"250670 IMACULADA";4227;421
"250680 INGA";6036;1036
"250690 ITABAIANA";8419;19161
"250700 ITAPORANGA";8199;17978
"250710 ITAPOROROCA";5851;414
"250720 ITATUBA";3694;389
"250730 JACARAU";5292;1513
"250740 JERICO";2369;504
"250750 JOAO PESSOA";264656;423486
"250760 JUAREZ TAVORA";2772;28
"250770 JUAZEIRINHO";7259;3403
"250780 JUNCO DO SERIDO";2324;108
"250790 JURIPIRANGA";4430;8
"250800 JURU";3062;575
"250810 LAGOA";1527;229
"250820 LAGOA DE DENTRO";2766;246
"250830 LAGOA SECA";9871;1059
"250840 LASTRO";1094;141
"250850 LIVRAMENTO";2588;420
"250855 LOGRADOURO";1110;1
"250860 LUCENA";4875;606
"250870 MAE D'AGUA";1301;283
"250880 MALTA";1962;50
"250890 MAMANGUAPE";17701;17409
