 Nascidos vivos - Brasil;;;;
Nascim p/resid.mãe por Município e Sexo;;;;
Período:2000-2022;;;;
Município;Masc;Fem;Ign;Total
430760 ESTANCIA VELHA;7114;6788;4;13906
430770 ESTEIO;14811;14063;-;28874
430780 ESTRELA;4638;4405;1;9044
430781 ESTRELA VELHA;471;472;-;943
430783 EUGENIO DE CASTRO;365;335;-;700
430786 FAGUNDES VARELA;235;235;-;470
430790 FARROUPILHA;9522;9285;1;18808
430800 FAXINAL DO SOTURNO;821;718;-;1539
430805 FAXINALZINHO;379;335;-;714
430807 FAZENDA VILANOVA;544;591;-;1135
430810 FELIZ;1608;1503;-;3111
430820 FLORES DA CUNHA;3970;3826;-;7796
430825 FLORIANO PEIXOTO;182;169;-;351
430830 FONTOURA XAVIER;1533;1496;-;3029
430840 FORMIGUEIRO;843;753;1;1597
430843 FORQUETINHA;183;197;-;380
430845 FORTALEZA DOS VALOS;647;585;-;1232
430850 FREDERICO WESTPHALEN;4558;4292;-;8850
430860 GARIBALDI;4038;3783;-;7821
430865 GARRUCHOS;393;340;-;733
430870 GAURAMA;599;617;-;1216
430880 GENERAL CAMARA;994;969;-;1963
430885 GENTIL;225;214;-;439
430890 GETULIO VARGAS;2200;2039;-;4239
430900 GIRUA;2467;2269;2;4738
430905 GLORINHA;891;830;-;1721
430910 GRAMADO;5946;5671;-;11617
430912 GRAMADO DOS LOUREIROS;346;350;-;696
430915 GRAMADO XAVIER;621;594;-;1215
430920 GRAVATAI;41983;40104;7;82094
430925 GUABIJU;138;118;-;256
430930 GUAIBA;15983;14810;7;30800
430940 GUAPORE;3245;3123;-;6368
430950 GUARANI DAS MISSOES;991;978;-;1969
430955 HARMONIA;555;476;-;1031
430957 HERVEIRAS;479;410;-;889
430960 HORIZONTINA;2671;2559;-;5230
430965 HULHA NEGRA;1053;988;-;2041
430970 HUMAITA;601;500;-;1101
430975 IBARAMA;628;619;-;1247
430980 IBIACA;513;439;-;952
430990 IBIRAIARAS;852;794;1;1647
430995 IBIRAPUITA;568;535;-;1103
431000 IBIRUBA;2887;2738;-;5625
431010 IGREJINHA;5739;5609;1;11349
431020 IJUI;12707;11940;2;24649
431030 ILOPOLIS;548;499;-;1047
431033 IMBE;3023;2852;-;5875
431036 IMIGRANTE;294;283;-;577
431040 INDEPENDENCIA;898;802;-;1700
431041 INHACORA;370;336;-;706
431043 IPE;615;608;-;1223
431046 IPIRANGA DO SUL;203;161;-;364
431050 IRAI;1303;1220;1;2524
431053 ITAARA;712;686;-;1398
431055 ITACURUBI;376;409;-;785
431057 ITAPUCA;277;278;2;557
431060 ITAQUI;6923;6492;-;13415
431065 ITATI;304;299;-;603
431070 ITATIBA DO SUL;484;455;-;939
431075 IVORA;198;206;-;404
431080 IVOTI;2993;2815;1;5809
431085 JABOTICABA;546;479;-;1025
431087 JACUIZINHO;287;238;-;525
431090 JACUTINGA;384;368;-;752
431100 JAGUARAO;4352;4104;-;8456
431110 JAGUARI;1226;1190;2;2418
431112 JAQUIRANA;696;662;-;1358
431113 JARI;425;411;-;836
431115 JOIA;1194;1086;-;2280
431120 JULIO DE CASTILHOS;3136;3027;2;6165
431123 LAGOA BONITA DO SUL;315;320;-;635
431125 LAGOAO;918;933;-;1851
431127 LAGOA DOS TRES CANTOS;171;163;-;334
431130 LAGOA VERMELHA;4679;4294;2;8975
431140 LAJEADO;12353;11447;3;23803
431142 LAJEADO DO BUGRE;402;435;-;837
431150 LAVRAS DO SUL;1015;954;-;1969
431160 LIBERATO SALZANO;796;726;-;1522
431162 LINDOLFO COLLOR;942;862;-;1804
431164 LINHA NOVA;106;116;-;222
431170 MACHADINHO;862;783;-;1645
431171 MACAMBARA;607;574;-;1181
431173 MAMPITUBA;460;413;-;873
431175 MANOEL VIANA;905;889;-;1794
431177 MAQUINE;879;869;-;1748
431179 MARATA;242;242;-;484
431180 MARAU;5612;5511;-;11123
431190 MARCELINO RAMOS;600;518;-;1118
431198 MARIANA PIMENTEL;462;429;1;892
431200 MARIANO MORO;224;205;-;429
431205 MARQUES DE SOUZA;442;394;-;836
431210 MATA;600;567;2;1169
431213 MATO CASTELHANO;369;371;-;740
431215 MATO LEITAO;474;449;-;923
431217 MATO QUEIMADO;206;216;-;422
431220 MAXIMILIANO DE ALMEIDA;609;608;-;1217
431225 MINAS DO LEAO;1218;1192;-;2410
431230 MIRAGUAI;696;727;-;1423
431235 MONTAURI;137;151;-;288
431237 MONTE ALEGRE DOS CAMPOS;422;395;-;817
431238 MONTE BELO DO SUL;233;219;-;452
431240 MONTENEGRO;10236;9762;3;20001
431242 MORMACO;347;328;-;675
431244 MORRINHOS DO SUL;358;303;-;661
431245 MORRO REDONDO;638;607;-;1245
431247 MORRO REUTER;711;658;-;1369
431250 MOSTARDAS;1652;1545;-;3197
431260 MUCUM;522;540;-;1062
431261 MUITOS CAPOES;361;359;-;720
431262 MULITERNO;270;256;-;526
431265 NAO-ME-TOQUE;2442;2342;-;4784
431267 NICOLAU VERGUEIRO;230;227;-;457
431270 NONOAI;2282;2060;-;4342
431275 NOVA ALVORADA;456;446;-;902
431280 NOVA ARACA;584;569;-;1153
431290 NOVA BASSANO;959;911;-;1870
431295 NOVA BOA VISTA;222;176;-;398
431300 NOVA BRESCIA;311;315;-;626
431301 NOVA CANDELARIA;334;299;-;633
431303 NOVA ESPERANCA DO SUL;580;591;-;1171
431306 NOVA HARTZ;2990;2911;1;5902
431308 NOVA PADUA;195;201;-;396
431310 NOVA PALMA;792;788;-;1580
431320 NOVA PETROPOLIS;2572;2529;-;5101
431330 NOVA PRATA;3559;3211;-;6770
431333 NOVA RAMADA;286;276;-;562
431335 NOVA ROMA DO SUL;310;292;-;602
431337 NOVA SANTA RITA;3814;3627;-;7441
431339 NOVO CABRAIS;426;412;-;838
431340 NOVO HAMBURGO;37686;35984;7;73677
431342 NOVO MACHADO;366;351;1;718
431344 NOVO TIRADENTES;281;275;-;556
431346 NOVO XINGU;194;183;-;377
431349 NOVO BARREIRO;526;476;-;1002
431350 OSORIO;6857;6665;1;13523
431360 PAIM FILHO;458;439;-;897
431365 PALMARES DO SUL;1591;1520;-;3111
431370 PALMEIRA DAS MISSOES;6127;5790;3;11920
431380 PALMITINHO;1058;984;-;2042
431390 PANAMBI;6633;6092;-;12725
431395 PANTANO GRANDE;1429;1363;-;2792
431400 PARAI;852;813;1;1666
431402 PARAISO DO SUL;820;774;-;1594
431403 PARECI NOVO;472;405;-;877
431405 PAROBE;9167;8565;3;17735
431406 PASSA SETE;627;593;-;1220
431407 PASSO DO SOBRADO;617;627;-;1244
431410 PASSO FUNDO;32493;31063;4;63560
431413 PAULO BENTO;209;189;-;398
431415 PAVERAMA;904;824;-;1728
431417 PEDRAS ALTAS;296;264;1;561
431420 PEDRO OSORIO;1114;1061;-;2175
431430 PEJUCARA;469;480;-;949
431440 PELOTAS;50544;47711;6;98261
431442 PICADA CAFE;559;538;-;1097
431445 PINHAL;450;379;-;829
431446 PINHAL DA SERRA;220;225;-;445
431447 PINHAL GRANDE;560;496;-;1056
431449 PINHEIRINHO DO VALE;600;580;-;1180
431450 PINHEIRO MACHADO;1569;1502;-;3071
431454 PINTO BANDEIRA;126;123;-;249
431455 PIRAPO;276;244;-;520
431460 PIRATINI;2397;2228;1;4626
431470 PLANALTO;1644;1606;-;3250
431475 POCO DAS ANTAS;221;210;-;431
431477 PONTAO;582;497;-;1079
431478 PONTE PRETA;169;161;-;330
431480 PORTAO;4539;4359;2;8900
431490 PORTO ALEGRE;217795;207832;44;425671
431500 PORTO LUCENA;471;448;-;919
431505 PORTO MAUA;240;248;-;488
431507 PORTO VERA CRUZ;173;178;-;351
431510 PORTO XAVIER;1590;1480;-;3070
431513 POUSO NOVO;235;195;-;430
431514 PRESIDENTE LUCENA;330;330;-;660
431515 PROGRESSO;758;704;-;1462
431517 PROTASIO ALVES;194;163;-;357
431520 PUTINGA;419;412;-;831
431530 QUARAI;3668;3538;2;7208
431531 QUATRO IRMAOS;216;207;-;423
431532 QUEVEDOS;296;278;-;574
431535 QUINZE DE NOVEMBRO;418;418;1;837
431540 REDENTORA;2541;2397;-;4938
431545 RELVADO;184;157;-;341
431550 RESTINGA SECA;2011;1973;-;3984
431555 RIO DOS INDIOS;468;409;-;877
431560 RIO GRANDE;31547;30191;9;61747
431570 RIO PARDO;4987;4811;1;9799
431575 RIOZINHO;544;531;1;1076
431580 ROCA SALES;1183;1106;-;2289
431590 RODEIO BONITO;999;907;-;1906
431595 ROLADOR;235;238;-;473
431600 ROLANTE;2991;2835;-;5826
431610 RONDA ALTA;1457;1360;-;2817
431620 RONDINHA;583;557;-;1140
431630 ROQUE GONZALES;858;803;-;1661
431640 ROSARIO DO SUL;6107;5947;-;12054
431642 SAGRADA FAMILIA;353;331;-;684
431643 SALDANHA MARINHO;294;286;-;580
431645 SALTO DO JACUI;1837;1787;-;3624
431647 SALVADOR DAS MISSOES;276;234;-;510
431650 SALVADOR DO SUL;885;835;-;1720
431660 SANANDUVA;1968;1853;1;3822
431670 SANTA BARBARA DO SUL;1234;1158;-;2392
431673 SANTA CECILIA DO SUL;185;186;-;371
431675 SANTA CLARA DO SUL;726;678;-;1404
431680 SANTA CRUZ DO SUL;18505;17686;1;36192
431690 SANTA MARIA;40805;38661;9;79475
431695 SANTA MARIA DO HERVAL;642;589;-;1231
431697 SANTA MARGARIDA DO SUL;253;211;-;464
431700 SANTANA DA BOA VISTA;966;916;-;1882
431710 SANT'ANA DO LIVRAMENTO;14251;13577;1;27829
431720 SANTA ROSA;11185;10424;5;21614
431725 SANTA TEREZA;130;141;-;271
431730 SANTA VITORIA DO PALMAR;4905;4561;1;9467
431740 SANTIAGO;7263;6812;-;14075
431750 SANTO ANGELO;12396;11831;2;24229
431755 SANTO ANTONIO DO PALMA;210;229;-;439
431760 SANTO ANTONIO DA PATRULHA;5413;5218;2;10633
431770 SANTO ANTONIO DAS MISSOES;1490;1410;-;2900
431775 SANTO ANTONIO DO PLANALTO;270;248;-;518
431780 SANTO AUGUSTO;2259;2071;1;4331
431790 SANTO CRISTO;1804;1721;-;3525
431795 SANTO EXPEDITO DO SUL;290;302;-;592
431800 SAO BORJA;10062;9554;2;19618
431805 SAO DOMINGOS DO SUL;302;299;-;601
431810 SAO FRANCISCO DE ASSIS;2329;2222;-;4551
431820 SAO FRANCISCO DE PAULA;3391;3304;-;6695
431830 SAO GABRIEL;9614;9147;3;18764
431840 SAO JERONIMO;3638;3409;1;7048
431842 SAO JOAO DA URTIGA;486;432;-;918
431843 SAO JOAO DO POLESINE;300;291;-;591
431844 SAO JORGE;294;261;-;555
431845 SAO JOSE DAS MISSOES;382;363;-;745
431846 SAO JOSE DO HERVAL;297;253;-;550
431848 SAO JOSE DO HORTENCIO;472;414;-;886
431849 SAO JOSE DO INHACORA;222;205;-;427
431850 SAO JOSE DO NORTE;3564;3428;2;6994
431860 SAO JOSE DO OURO;920;897;-;1817
431861 SAO JOSE DO SUL;215;210;1;426
431862 SAO JOSE DOS AUSENTES;595;565;-;1160
431870 SAO LEOPOLDO;36429;34446;3;70878
431880 SAO LOURENCO DO SUL;5649;5118;3;10770
431890 SAO LUIZ GONZAGA;5794;5448;-;11242
431900 SAO MARCOS;2732;2623;-;5355
431910 SAO MARTINHO;701;689;1;1391
431912 SAO MARTINHO DA SERRA;347;308;-;655
431915 SAO MIGUEL DAS MISSOES;1131;1010;-;2141
431920 SAO NICOLAU;799;750;-;1549
431930 SAO PAULO DAS MISSOES;729;662;-;1391
431935 SAO PEDRO DA SERRA;443;402;-;845
431936 SAO PEDRO DAS MISSOES;245;277;-;522
431937 SAO PEDRO DO BUTIA;328;302;-;630
431940 SAO PEDRO DO SUL;2055;1988;-;4043
431950 SAO SEBASTIAO DO CAI;3777;3696;2;7475
431960 SAO SEPE;3161;3150;1;6312
431970 SAO VALENTIM;394;425;-;819
431971 SAO VALENTIM DO SUL;174;155;-;329
431973 SAO VALERIO DO SUL;524;463;-;987
431975 SAO VENDELINO;240;202;-;442
431980 SAO VICENTE DO SUL;1174;1097;2;2273
431990 SAPIRANGA;14453;13625;7;28085
432000 SAPUCAIA DO SUL;21189;20463;6;41658
432010 SARANDI;3262;3142;-;6404
432020 SEBERI;1794;1769;-;3563
432023 SEDE NOVA;391;400;-;791
432026 SEGREDO;1046;959;-;2005
432030 SELBACH;635;587;-;1222
432032 SENADOR SALGADO FILHO;344;325;-;669
432035 SENTINELA DO SUL;686;631;-;1317
432040 SERAFINA CORREA;2112;2015;-;4127
432045 SERIO;249;210;-;459
432050 SERTAO;747;715;-;1462
432055 SERTAO SANTANA;764;724;1;1489
432057 SETE DE SETEMBRO;213;229;-;442
432060 SEVERIANO DE ALMEIDA;457;377;-;834
432065 SILVEIRA MARTINS;266;251;-;517
432067 SINIMBU;1112;958;-;2070
432070 SOBRADINHO;2306;2141;-;4447
432080 SOLEDADE;4887;4600;-;9487
432085 TABAI;556;575;-;1131
432090 TAPEJARA;3171;2990;-;6161
432100 TAPERA;1572;1417;-;2989
432110 TAPES;2462;2318;-;4780
432120 TAQUARA;8238;7932;2;16172
432130 TAQUARI;3807;3622;1;7430
432132 TAQUARUCU DO SUL;396;380;-;776
432135 TAVARES;571;541;-;1112
432140 TENENTE PORTELA;2704;2624;-;5328
432143 TERRA DE AREIA;1406;1328;-;2734
432145 TEUTONIA;4197;4097;-;8294
432146 TIO HUGO;373;344;-;717
432147 TIRADENTES DO SUL;835;756;-;1591
432149 TOROPI;278;286;-;564
432150 TORRES;6121;5921;1;12043
432160 TRAMANDAI;8419;7991;-;16410
432162 TRAVESSEIRO;196;201;-;397
432163 TRES ARROIOS;188;208;-;396
432166 TRES CACHOEIRAS;1409;1312;-;2721
432170 TRES COROAS;3714;3601;-;7315
432180 TRES DE MAIO;3415;3237;-;6652
432183 TRES FORQUILHAS;395;361;-;756
432185 TRES PALMEIRAS;663;646;-;1309
432190 TRES PASSOS;3498;3235;1;6734
432195 TRINDADE DO SUL;999;890;-;1889
432200 TRIUNFO;4192;4118;1;8311
432210 TUCUNDUVA;618;626;-;1244
432215 TUNAS;610;586;1;1197
432218 TUPANCI DO SUL;170;170;-;340
432220 TUPANCIRETA;3628;3388;-;7016
432225 TUPANDI;578;549;-;1127
432230 TUPARENDI;909;795;-;1704
432232 TURUCU;476;455;-;931
432234 UBIRETAMA;211;209;-;420
432235 UNIAO DA SERRA;95;103;-;198
432237 UNISTALDA;333;312;-;645
432240 URUGUAIANA;24240;23324;5;47569
432250 VACARIA;11567;10973;2;22542
432252 VALE VERDE;395;346;-;741
432253 VALE DO SOL;1226;1189;-;2415
432254 VALE REAL;702;681;1;1384
432255 VANINI;236;207;-;443
432260 VENANCIO AIRES;9233;8648;1;17882
432270 VERA CRUZ;3209;3140;1;6350
432280 VERANOPOLIS;2792;2758;-;5550
432285 VESPASIANO CORREA;191;173;-;364
432290 VIADUTOS;539;512;-;1051
432300 VIAMAO;39811;37880;12;77703
432310 VICENTE DUTRA;885;852;-;1737
432320 VICTOR GRAEFF;359;305;-;664
432330 VILA FLORES;319;368;-;687
432335 VILA LANGARO;232;212;-;444
432340 VILA MARIA;464;437;-;901
432345 VILA NOVA DO SUL;406;420;-;826
432350 VISTA ALEGRE;378;359;-;737
432360 VISTA ALEGRE DO PRATA;134;119;-;253
432370 VISTA GAUCHA;358;328;-;686
432375 VITORIA DAS MISSOES;409;358;-;767
432377 WESTFALIA;344;319;-;663
432380 XANGRI-LA;2351;2138;1;4490
 MUNICIPIO IGNORADO - MS;5;3;-;8
500020 AGUA CLARA;2989;2848;2;5839
500025 ALCINOPOLIS;513;520;-;1033
500060 AMAMBAI;8239;7981;1;16221
500070 ANASTACIO;4779;4471;2;9252
500080 ANAURILANDIA;1224;1246;-;2470
500085 ANGELICA;1557;1506;-;3063
500090 ANTONIO JOAO;1934;1729;-;3663
500100 APARECIDA DO TABOADO;3828;3538;-;7366
500110 AQUIDAUANA;10113;9417;2;19532
500124 ARAL MOREIRA;1947;1858;-;3805
500150 BANDEIRANTES;965;878;-;1843
500190 BATAGUASSU;4045;3848;1;7894
500200 BATAYPORA;2262;2127;-;4389
500210 BELA VISTA;5210;5106;1;10317
500215 BODOQUENA;1583;1489;-;3072
500220 BONITO;4192;3966;1;8159
500230 BRASILANDIA;2116;1978;-;4094
500240 CAARAPO;5981;5583;2;11566
500260 CAMAPUA;2400;2319;-;4719
500270 CAMPO GRANDE;153623;146484;37;300144
500280 CARACOL;959;926;-;1885
500290 CASSILANDIA;3325;3231;-;6556
500295 CHAPADAO DO SUL;4092;4013;1;8106
500310 CORGUINHO;443;423;1;867
500315 CORONEL SAPUCAIA;3949;3735;3;7687
500320 CORUMBA;23842;22518;4;46364
500325 COSTA RICA;4243;3925;2;8170
500330 COXIM;6247;6067;2;12316
500345 DEODAPOLIS;1969;1894;1;3864
500348 DOIS IRMAOS DO BURITI;1620;1485;1;3106
500350 DOURADINA;794;756;-;1550
500370 DOURADOS;43116;40753;7;83876
500375 ELDORADO;2683;2628;-;5311
500380 FATIMA DO SUL;3059;3070;-;6129
500390 FIGUEIRAO;343;312;-;655
500400 GLORIA DE DOURADOS;1405;1433;-;2838
500410 GUIA LOPES DA LAGUNA;2000;1872;1;3873
500430 IGUATEMI;3039;2825;2;5866
500440 INOCENCIA;1341;1273;1;2615
500450 ITAPORA;2663;2501;1;5165
500460 ITAQUIRAI;3146;2986;-;6132
500470 IVINHEMA;4247;3999;-;8246
500480 JAPORA;2066;1988;3;4057
500490 JARAGUARI;562;556;-;1118
500500 JARDIM;5185;4980;1;10166
500510 JATEI;728;617;-;1345
500515 JUTI;1130;1118;-;2248
500520 LADARIO;4157;3962;-;8119
500525 LAGUNA CARAPA;1312;1258;-;2570
500540 MARACAJU;7549;7359;-;14908
500560 MIRANDA;6049;5619;4;11672
500568 MUNDO NOVO;3362;3237;-;6599
500570 NAVIRAI;9786;9388;-;19174
500580 NIOAQUE;2368;2168;-;4536
500600 NOVA ALVORADA DO SUL;3178;3131;-;6309
500620 NOVA ANDRADINA;8485;8101;1;16587
500625 NOVO HORIZONTE DO SUL;882;891;-;1773
500627 PARAISO DAS AGUAS;258;248;-;506
500630 PARANAIBA;6315;6112;3;12430
500635 PARANHOS;3483;3220;-;6703
500640 PEDRO GOMES;1264;1189;-;2453
500660 PONTA PORA;19609;18638;5;38252
500690 PORTO MURTINHO;3082;2848;-;5930
500710 RIBAS DO RIO PARDO;3756;3649;1;7406
500720 RIO BRILHANTE;6780;6531;2;13313
500730 RIO NEGRO;632;646;-;1278
500740 RIO VERDE DE MATO GROSSO;3531;3328;1;6860
500750 ROCHEDO;654;710;1;1365
500755 SANTA RITA DO PARDO;893;863;-;1756
500769 SAO GABRIEL DO OESTE;5117;4757;-;9874
500770 SETE QUEDAS;2386;2261;-;4647
500780 SELVIRIA;675;658;2;1335
500790 SIDROLANDIA;7379;7251;2;14632
500793 SONORA;3068;2759;-;5827
500795 TACURU;2457;2241;1;4699
500797 TAQUARUSSU;524;541;-;1065
500800 TERENOS;2100;1958;-;4058
500830 TRES LAGOAS;20205;19397;2;39604
500840 VICENTINA;869;849;-;1718
 MUNICIPIO IGNORADO - MT;31;37;-;68
510010 ACORIZAL;721;705;1;1427
510020 AGUA BOA;4342;3987;1;8330
510025 ALTA FLORESTA;10442;9953;1;20396
510030 ALTO ARAGUAIA;2613;2468;-;5081
510035 ALTO BOA VISTA;799;725;-;1524
510040 ALTO GARCAS;1641;1531;1;3173
510050 ALTO PARAGUAI;1276;1189;-;2465
510060 ALTO TAQUARI;1739;1626;1;3366
510080 APIACAS;1585;1569;-;3154
510100 ARAGUAIANA;462;445;-;907
510120 ARAGUAINHA;142;107;-;249
510125 ARAPUTANGA;3134;3075;-;6209
510130 ARENAPOLIS;1790;1723;-;3513
510140 ARIPUANA;4614;4296;-;8910
510160 BARAO DE MELGACO;779;714;-;1493
510170 BARRA DO BUGRES;6442;6031;2;12475
510180 BARRA DO GARCAS;11393;10689;-;22082
510185 BOM JESUS DO ARAGUAIA;818;793;-;1611
510190 BRASNORTE;3013;2935;1;5949
510250 CACERES;19805;18498;5;38308
510260 CAMPINAPOLIS;3256;3155;1;6412
510263 CAMPO NOVO DO PARECIS;6794;6341;2;13137
510267 CAMPO VERDE;7414;7030;1;14445
510268 CAMPOS DE JULIO;1191;1192;-;2383
510269 CANABRAVA DO NORTE;776;736;1;1513
510270 CANARANA;4279;4141;-;8420
510279 CARLINDA;1890;1744;2;3636
510285 CASTANHEIRA;1379;1282;-;2661
510300 CHAPADA DOS GUIMARAES;3063;2817;3;5883
510305 CLAUDIA;1759;1658;-;3417
510310 COCALINHO;872;850;-;1722
510320 COLIDER;5728;5361;1;11090
510325 COLNIZA;4936;4764;1;9701
510330 COMODORO;4162;4011;4;8177
510335 CONFRESA;5468;5255;1;10724
510336 CONQUISTA D'OESTE;505;544;-;1049
510337 COTRIGUACU;2276;2235;-;4511
510340 CUIABA;114558;108722;18;223298
510343 CURVELANDIA;690;615;-;1305
510345 DENISE;1419;1366;-;2785
510350 DIAMANTINO;4157;3909;2;8068
510360 DOM AQUINO;1142;1079;-;2221
510370 FELIZ NATAL;2099;2122;1;4222
510380 FIGUEIROPOLIS D'OESTE;568;575;-;1143
510385 GAUCHA DO NORTE;1282;1261;2;2545
510390 GENERAL CARNEIRO;1238;1158;-;2396
510395 GLORIA D'OESTE;466;375;-;841
510410 GUARANTA DO NORTE;6160;5728;-;11888
510420 GUIRATINGA;1566;1487;1;3054
510450 INDIAVAI;462;430;-;892
510452 IPIRANGA DO NORTE;849;757;-;1606
510454 ITANHANGA;730;712;-;1442
510455 ITAUBA;1089;1010;-;2099
510460 ITIQUIRA;1928;1866;1;3795
510480 JACIARA;5280;4947;1;10228
510490 JANGADA;1371;1278;-;2649
510500 JAURU;1922;1773;-;3695
510510 JUARA;6779;6502;1;13282
510515 JUINA;8329;8054;-;16383
510517 JURUENA;1885;1784;-;3669
510520 JUSCIMEIRA;1684;1616;-;3300
510523 LAMBARI D'OESTE;948;870;-;1818
510525 LUCAS DO RIO VERDE;11329;10809;2;22140
510530 LUCIARA;403;430;-;833
510550 VILA BELA DA SANTISSIMA TRINDADE;2622;2498;2;5122
510558 MARCELANDIA;2692;2462;-;5154
510560 MATUPA;3156;2885;1;6042
510562 MIRASSOL D'OESTE;4761;4494;2;9257
510590 NOBRES;3231;3106;1;6338
510600 NORTELANDIA;1201;1110;-;2311
510610 NOSSA SENHORA DO LIVRAMENTO;1423;1404;-;2827
510615 NOVA BANDEIRANTES;1785;1760;1;3546
510617 NOVA NAZARE;581;590;-;1171
510618 NOVA LACERDA;853;846;-;1699
510619 NOVA SANTA HELENA;583;577;-;1160
510620 NOVA BRASILANDIA;701;646;-;1347
510621 NOVA CANAA DO NORTE;2058;1953;-;4011
510622 NOVA MUTUM;7640;7228;2;14870
510623 NOVA OLIMPIA;3917;3680;-;7597
510624 NOVA UBIRATA;1627;1549;-;3176
510625 NOVA XAVANTINA;3444;3267;-;6711
510626 NOVO MUNDO;1035;1050;-;2085
510627 NOVO HORIZONTE DO NORTE;529;483;-;1012
510628 NOVO SAO JOAQUIM;1217;1170;1;2388
510629 PARANAITA;1995;1874;-;3869
510630 PARANATINGA;4117;3941;-;8058
510631 NOVO SANTO ANTONIO;268;259;-;527
510637 PEDRA PRETA;2840;2793;1;5634
510642 PEIXOTO DE AZEVEDO;6674;6346;3;13023
510645 PLANALTO DA SERRA;399;392;-;791
510650 POCONE;6089;5966;-;12055
510665 PONTAL DO ARAGUAIA;825;814;-;1639
510670 PONTE BRANCA;246;222;-;468
510675 PONTES E LACERDA;9624;9072;1;18697
510677 PORTO ALEGRE DO NORTE;1931;1779;-;3710
510680 PORTO DOS GAUCHOS;1030;982;-;2012
510682 PORTO ESPERIDIAO;2009;1875;-;3884
510685 PORTO ESTRELA;585;526;-;1111
510700 POXOREO;2815;2707;6;5528
510704 PRIMAVERA DO LESTE;12774;12280;1;25055
510706 QUERENCIA;3500;3352;-;6852
510710 SAO JOSE DOS QUATRO MARCOS;3002;2913;1;5916
510715 RESERVA DO CABACAL;363;354;-;717
510718 RIBEIRAO CASCALHEIRA;1758;1711;1;3470
510719 RIBEIRAOZINHO;373;338;-;711
510720 RIO BRANCO;858;866;-;1724
510724 SANTA CARMEM;819;781;-;1600
510726 SANTO AFONSO;374;353;-;727
510729 SAO JOSE DO POVO;320;314;-;634
510730 SAO JOSE DO RIO CLARO;3147;3099;-;6246
510735 SAO JOSE DO XINGU;1221;1118;-;2339
510740 SAO PEDRO DA CIPA;787;767;-;1554
510757 RONDOLANDIA;371;355;-;726
510760 RONDONOPOLIS;41930;39165;3;81098
510770 ROSARIO OESTE;2521;2401;1;4923
510774 SANTA CRUZ DO XINGU;293;287;-;580
510775 SALTO DO CEU;607;627;-;1234
510776 SANTA RITA DO TRIVELATO;416;389;-;805
510777 SANTA TEREZINHA;1433;1322;-;2755
510779 SANTO ANTONIO DO LESTE;495;484;-;979
510780 SANTO ANTONIO DO LEVERGER;2591;2393;1;4985
510785 SAO FELIX DO ARAGUAIA;1772;1654;1;3427
510787 SAPEZAL;4494;4208;2;8704
510788 SERRA NOVA DOURADA;179;144;-;323
510790 SINOP;29040;27386;5;56431
510792 SORRISO;16486;15653;4;32143
510794 TABAPORA;1559;1484;1;3044
510795 TANGARA DA SERRA;16988;16481;2;33471
510800 TAPURAH;2436;2275;1;4712
510805 TERRA NOVA DO NORTE;1993;1908;-;3901
510810 TESOURO;368;358;-;726
510820 TORIXOREU;552;517;-;1069
510830 UNIAO DO SUL;627;628;-;1255
510835 VALE DE SAO DOMINGOS;417;348;-;765
510840 VARZEA GRANDE;55086;52306;26;107418
510850 VERA;1889;1723;-;3612
510860 VILA RICA;3839;3694;2;7535
510880 NOVA GUARITA;763;729;-;1492
510885 NOVA MARILANDIA;498;439;-;937
510890 NOVA MARINGA;998;977;-;1975
510895 NOVA MONTE VERDE;1163;1179;-;2342
 MUNICIPIO IGNORADO - GO;133;126;1;260
520005 ABADIA DE GOIAS;1834;1730;3;3567
520010 ABADIANIA;2154;2140;1;4295
520013 ACREUNA;3482;3329;11;6822
520015 ADELANDIA;342;279;-;621
520017 AGUA FRIA DE GOIAS;624;548;1;1173
520020 AGUA LIMPA;252;212;-;464
520025 AGUAS LINDAS DE GOIAS;31511;30145;33;61689
520030 ALEXANIA;4483;4260;3;8746
520050 ALOANDIA;252;235;1;488
520055 ALTO HORIZONTE;892;819;-;1711
520060 ALTO PARAISO DE GOIAS;1308;1221;3;2532
520080 ALVORADA DO NORTE;1715;1654;1;3370
520082 AMARALINA;290;266;-;556
520085 AMERICANO DO BRASIL;845;814;-;1659
520090 AMORINOPOLIS;533;488;-;1021
520110 ANAPOLIS;66463;62677;25;129165
520120 ANHANGUERA;123;95;1;219
520130 ANICUNS;2876;2640;4;5520
520140 APARECIDA DE GOIANIA;91374;87193;128;178695
520145 APARECIDA DO RIO DOCE;366;372;-;738
520150 APORE;735;699;1;1435
520160 ARACU;498;455;-;953
520170 ARAGARCAS;3331;3167;1;6499
520180 ARAGOIANIA;1356;1301;6;2663
520215 ARAGUAPAZ;992;946;1;1939
520235 ARENOPOLIS;476;427;-;903
520250 ARUANA;1172;1068;4;2244
520260 AURILANDIA;391;376;-;767
520280 AVELINOPOLIS;283;304;1;588
520310 BALIZA;369;284;-;653
520320 BARRO ALTO;1348;1284;-;2632
520330 BELA VISTA DE GOIAS;4143;3765;2;7910
520340 BOM JARDIM DE GOIAS;1238;1163;-;2401
520350 BOM JESUS DE GOIAS;3491;3441;-;6932
520355 BONFINOPOLIS;1256;1231;4;2491
520357 BONOPOLIS;478;468;-;946
520360 BRAZABRANTES;397;444;-;841
520380 BRITANIA;968;932;2;1902
