 Nascidos vivos - Brasil;;;;;
Nascim p/resid.mãe por Município e Anomalia congênita;;;;;
Período:2000-2022;;;;;
Município;Sim;Não;Não ou ignorado;Ignorado;Total
316190 SAO GONCALO DO RIO ABAIXO;16;1971;127;881;2995
316200 SAO GONCALO DO SAPUCAI;58;7478;454;79;8069
316210 SAO GOTARDO;75;12413;560;143;13191
316220 SAO JOAO BATISTA DO GLORIA;7;1753;98;29;1887
316225 SAO JOAO DA LAGOA;8;1017;76;36;1137
316230 SAO JOAO DA MATA;6;575;33;47;661
316240 SAO JOAO DA PONTE;28;5176;243;1713;7160
316245 SAO JOAO DAS MISSOES;32;5221;28;201;5482
316250 SAO JOAO DEL REI;112;21846;1278;29;23265
316255 SAO JOAO DO MANHUACU;10;3688;179;71;3948
316257 SAO JOAO DO MANTENINHA;11;1553;70;25;1659
316260 SAO JOAO DO ORIENTE;11;2105;133;161;2410
316265 SAO JOAO DO PACUI;5;951;45;35;1036
316270 SAO JOAO DO PARAISO;15;5331;262;1039;6647
316280 SAO JOAO EVANGELISTA;23;4352;220;229;4824
316290 SAO JOAO NEPOMUCENO;51;5978;356;583;6968
316292 SAO JOAQUIM DE BICAS;59;6870;332;1034;8295
316294 SAO JOSE DA BARRA;6;1783;75;33;1897
316295 SAO JOSE DA LAPA;53;6466;317;30;6866
316300 SAO JOSE DA SAFIRA;15;1385;79;15;1494
316310 SAO JOSE DA VARGINHA;6;972;56;1;1035
316320 SAO JOSE DO ALEGRE;9;1079;65;3;1156
316330 SAO JOSE DO DIVINO;8;985;55;19;1067
316340 SAO JOSE DO GOIABAL;8;1380;37;75;1500
316350 SAO JOSE DO JACURI;5;1608;100;70;1783
316360 SAO JOSE DO MANTIMENTO;8;798;49;66;921
316370 SAO LOURENCO;95;11777;674;61;12607
316380 SAO MIGUEL DO ANTA;10;1548;91;13;1662
316390 SAO PEDRO DA UNIAO;6;883;38;106;1033
316400 SAO PEDRO DOS FERROS;18;2022;110;18;2168
316410 SAO PEDRO DO SUACUI;9;1381;69;30;1489
316420 SAO ROMAO;24;2737;143;53;2957
316430 SAO ROQUE DE MINAS;15;1450;71;14;1550
316440 SAO SEBASTIAO DA BELA VISTA;12;1528;61;7;1608
316443 SAO SEBASTIAO DA VARGEM ALEGRE;2;618;29;81;730
316447 SAO SEBASTIAO DO ANTA;8;2033;37;52;2130
316450 SAO SEBASTIAO DO MARANHAO;26;2759;234;75;3094
316460 SAO SEBASTIAO DO OESTE;11;2003;54;5;2073
316470 SAO SEBASTIAO DO PARAISO;110;19835;1106;70;21121
316480 SAO SEBASTIAO DO RIO PRETO;1;234;13;122;370
316490 SAO SEBASTIAO DO RIO VERDE;3;464;21;4;492
316500 SAO TIAGO;24;2644;188;14;2870
316510 SAO TOMAS DE AQUINO;6;2003;87;14;2110
316520 SAO THOME DAS LETRAS;6;1598;96;11;1711
316530 SAO VICENTE DE MINAS;10;1850;112;24;1996
316540 SAPUCAI-MIRIM;21;1664;231;66;1982
316550 SARDOA;14;1620;100;75;1809
316553 SARZEDO;71;8906;319;745;10041
316555 SETUBINHA;21;3783;150;330;4284
316556 SEM-PEIXE;7;489;21;2;519
316557 SENADOR AMARAL;9;2075;92;25;2201
316560 SENADOR CORTES;9;497;27;114;647
316570 SENADOR FIRMINO;8;1881;60;3;1952
316580 SENADOR JOSE BENTO;1;305;18;-;324
316590 SENADOR MODESTINO GONCALVES;7;1119;73;13;1212
316600 SENHORA DE OLIVEIRA;10;1358;92;6;1466
316610 SENHORA DO PORTO;2;833;71;174;1080
316620 SENHORA DOS REMEDIOS;8;2281;148;12;2449
316630 SERICITA;11;2420;124;55;2610
316640 SERITINGA;3;432;28;2;465
316650 SERRA AZUL DE MINAS;10;1238;97;43;1388
316660 SERRA DA SAUDADE;2;144;7;-;153
316670 SERRA DOS AIMORES;8;2147;157;362;2674
316680 SERRA DO SALITRE;30;3320;183;17;3550
316690 SERRANIA;15;1699;143;618;2475
316695 SERRANOPOLIS DE MINAS;8;1200;67;8;1283
316700 SERRANOS;4;520;32;-;556
316710 SERRO;88;6367;413;161;7029
316720 SETE LAGOAS;282;54446;3227;8294;66249
316730 SILVEIRANIA;6;484;23;17;530
316740 SILVIANOPOLIS;12;1412;44;4;1472
316750 SIMAO PEREIRA;4;437;25;226;692
316760 SIMONESIA;23;6358;261;54;6696
316770 SOBRALIA;14;1404;79;38;1535
316780 SOLEDADE DE MINAS;8;1416;71;14;1509
316790 TABULEIRO;7;938;37;31;1013
316800 TAIOBEIRAS;47;10586;598;48;11279
316805 TAPARUBA;5;677;47;212;941
316810 TAPIRA;18;990;43;2;1053
316820 TAPIRAI;5;315;23;2;345
316830 TAQUARACU DE MINAS;5;830;16;2;853
316840 TARUMIRIM;16;3194;221;126;3557
316850 TEIXEIRAS;13;2749;161;27;2950
316860 TEOFILO OTONI;394;44491;2688;165;47738
316870 TIMOTEO;140;19017;1211;3232;23600
316880 TIRADENTES;3;1819;75;2;1899
316890 TIROS;8;1541;82;20;1651
316900 TOCANTINS;38;4094;157;15;4304
316905 TOCOS DO MOJI;8;720;47;2;777
316910 TOLEDO;12;1311;146;16;1485
316920 TOMBOS;17;2012;103;330;2462
316930 TRES CORACOES;168;23085;1302;90;24645
316935 TRES MARIAS;76;7775;448;729;9028
316940 TRES PONTAS;158;16485;1063;50;17756
316950 TUMIRITINGA;16;1784;58;34;1892
316960 TUPACIGUARA;26;5525;310;95;5956
316970 TURMALINA;26;4264;347;977;5614
316980 TURVOLANDIA;7;1204;46;16;1273
316990 UBA;233;28597;905;35;29770
317000 UBAI;36;3587;7;48;3678
317005 UBAPORANGA;15;3425;161;48;3649
317010 UBERABA;669;84844;3968;224;89705
317020 UBERLANDIA;1114;184048;8549;7227;200938
317030 UMBURATIBA;10;876;43;24;953
317040 UNAI;205;24334;1370;1950;27859
317043 UNIAO DE MINAS;6;991;58;66;1121
317047 URUANA DE MINAS;8;712;46;70;836
317050 URUCANIA;23;3108;126;14;3271
317052 URUCUIA;27;3111;128;245;3511
317057 VARGEM ALEGRE;12;1677;65;58;1812
317060 VARGEM BONITA;6;479;18;1;504
317065 VARGEM GRANDE DO RIO PARDO;5;1390;52;12;1459
317070 VARGINHA;190;35472;1932;2236;39830
317075 VARJAO DE MINAS;30;2051;66;14;2161
317080 VARZEA DA PALMA;78;10090;697;1033;11898
317090 VARZELANDIA;28;6031;330;409;6798
317100 VAZANTE;47;5812;98;46;6003
317103 VERDELANDIA;14;3227;147;32;3420
317107 VEREDINHA;4;1041;70;237;1352
317110 VERISSIMO;8;749;39;-;796
317115 VERMELHO NOVO;10;1266;43;8;1327
317120 VESPASIANO;297;36714;1819;110;38940
317130 VICOSA;162;20452;1131;246;21991
317140 VIEIRAS;7;656;44;181;888
317150 MATHIAS LOBATO;12;1082;18;26;1138
317160 VIRGEM DA LAPA;26;3397;227;61;3711
317170 VIRGINIA;21;2157;155;13;2346
317180 VIRGINOPOLIS;8;1787;204;1353;3352
317190 VIRGOLANDIA;10;1287;69;31;1397
317200 VISCONDE DO RIO BRANCO;51;10929;658;125;11763
317210 VOLTA GRANDE;12;1227;64;17;1320
317220 WENCESLAU BRAZ;3;604;52;4;663
 MUNICIPIO IGNORADO - ES;1;59;5;3;68
320010 AFONSO CLAUDIO;93;9643;563;13;10312
320013 AGUIA BRANCA;14;2628;135;16;2793
320016 AGUA DOCE DO NORTE;20;3583;140;57;3800
320020 ALEGRE;50;8790;556;47;9443
320030 ALFREDO CHAVES;23;2986;174;33;3216
320035 ALTO RIO NOVO;20;2284;122;23;2449
320040 ANCHIETA;49;7870;360;400;8679
320050 APIACA;11;1802;117;9;1939
320060 ARACRUZ;166;25489;1412;4353;31420
320070 ATILIO VIVACQUA;21;2764;106;79;2970
320080 BAIXO GUANDU;51;8630;500;158;9339
320090 BARRA DE SAO FRANCISCO;74;14277;598;59;15008
320100 BOA ESPERANCA;17;4454;260;96;4827
320110 BOM JESUS DO NORTE;23;2225;155;10;2413
320115 BREJETUBA;44;4449;265;11;4769
320120 CACHOEIRO DE ITAPEMIRIM;414;60637;3323;560;64934
320130 CARIACICA;734;128132;6725;397;135988
320140 CASTELO;73;9745;562;53;10433
320150 COLATINA;214;32986;1915;313;35428
320160 CONCEICAO DA BARRA;34;9410;583;502;10529
320170 CONCEICAO DO CASTELO;49;3679;220;7;3955
320180 DIVINO DE SAO LOURENCO;10;1367;70;38;1485
320190 DOMINGOS MARTINS;99;10340;531;27;10997
320200 DORES DO RIO PRETO;3;1491;53;283;1830
320210 ECOPORANGA;42;6955;450;306;7753
320220 FUNDAO;40;5244;261;212;5757
320225 GOVERNADOR LINDENBERG;24;2570;-;25;2619
320230 GUACUI;53;9546;529;93;10221
320240 GUARAPARI;230;36314;1703;237;38484
320245 IBATIBA;62;7525;440;222;8249
320250 IBIRACU;18;3019;154;294;3485
320255 IBITIRAMA;20;3430;204;43;3697
320260 ICONHA;21;3010;155;28;3214
320265 IRUPI;18;3782;168;21;3989
320270 ITAGUACU;23;3365;259;48;3695
320280 ITAPEMIRIM;51;11409;492;92;12044
320290 ITARANA;22;2630;211;42;2905
320300 IUNA;59;8940;557;47;9603
320305 JAGUARE;27;9877;384;48;10336
320310 JERONIMO MONTEIRO;15;2927;134;55;3131
320313 JOAO NEIVA;25;4278;257;80;4640
320316 LARANJA DA TERRA;21;2214;110;40;2385
320320 LINHARES;176;53751;2226;94;56247
320330 MANTENOPOLIS;30;3993;207;41;4271
320332 MARATAIZES;52;11290;529;68;11939
320334 MARECHAL FLORIANO;51;4610;212;23;4896
320335 MARILANDIA;25;2816;114;16;2971
320340 MIMOSO DO SUL;27;5043;424;1744;7238
320350 MONTANHA;32;5824;320;90;6266
320360 MUCURICI;15;1806;92;18;1931
320370 MUNIZ FREIRE;41;5678;389;38;6146
320380 MUQUI;16;2731;278;1277;4302
320390 NOVA VENECIA;69;14903;781;51;15804
320400 PANCAS;26;5669;349;33;6077
320405 PEDRO CANARIO;28;8868;570;128;9594
320410 PINHEIROS;54;8282;392;88;8816
320420 PIUMA;45;5860;280;106;6291
320425 PONTO BELO;12;1991;88;11;2102
320430 PRESIDENTE KENNEDY;22;3314;112;15;3463
320435 RIO BANANAL;10;5315;305;15;5645
320440 RIO NOVO DO SUL;16;2897;149;18;3080
320450 SANTA LEOPOLDINA;24;2687;196;30;2937
320455 SANTA MARIA DE JETIBA;59;12427;622;63;13171
320460 SANTA TERESA;46;6380;418;95;6939
320465 SAO DOMINGOS DO NORTE;9;2416;146;19;2590
320470 SAO GABRIEL DA PALHA;45;9667;525;34;10271
320480 SAO JOSE DO CALCADO;29;3134;181;20;3364
320490 SAO MATEUS;114;39629;1801;127;41671
320495 SAO ROQUE DO CANAA;12;2471;124;31;2638
320500 SERRA;1149;157669;7065;935;166818
320501 SOORETAMA;36;9869;431;19;10355
320503 VARGEM ALTA;47;5881;347;147;6422
320506 VENDA NOVA DO IMIGRANTE;53;6514;300;14;6881
320510 VIANA;132;22511;930;60;23633
320515 VILA PAVAO;15;2382;101;12;2510
320517 VILA VALERIO;23;4168;234;17;4442
320520 VILA VELHA;1031;132494;6127;501;140153
320530 VITORIA;700;96486;4883;400;102469
 MUNICIPIO IGNORADO - RJ;4;397;88;24;513
330010 ANGRA DOS REIS;619;54575;2700;188;58082
330015 APERIBE;19;2604;101;56;2780
330020 ARARUAMA;211;33957;1747;697;36612
330022 AREAL;22;2991;190;344;3547
330023 ARMACAO DOS BUZIOS;79;11561;389;691;12720
330025 ARRAIAL DO CABO;45;6116;392;1671;8224
330030 BARRA DO PIRAI;233;24610;1460;64;26367
330040 BARRA MANSA;390;49184;2899;41;52514
330045 BELFORD ROXO;1054;139745;9523;19814;170136
330050 BOM JARDIM;61;7250;418;137;7866
330060 BOM JESUS DO ITABAPOANA;64;10864;604;36;11568
330070 CABO FRIO;367;57403;2673;5147;65590
330080 CACHOEIRAS DE MACACU;113;15711;717;660;17201
330090 CAMBUCI;23;3335;209;41;3608
330093 CARAPEBUS;14;2153;135;970;3272
330095 COMENDADOR LEVY GASPARIAN;21;2136;151;330;2638
330100 CAMPOS DOS GOYTACAZES;984;155362;8021;3108;167475
330110 CANTAGALO;33;5318;331;79;5761
330115 CARDOSO MOREIRA;17;3108;188;42;3355
330120 CARMO;46;4907;277;13;5243
330130 CASIMIRO DE ABREU;70;8839;440;1999;11348
330140 CONCEICAO DE MACABU;47;4557;365;1187;6156
330150 CORDEIRO;36;5571;353;74;6034
330160 DUAS BARRAS;31;2983;189;87;3290
330170 DUQUE DE CAXIAS;2536;277220;16403;11431;307590
330180 ENGENHEIRO PAULO DE FRONTIN;18;2847;209;174;3248
330185 GUAPIMIRIM;113;15145;670;218;16146
330187 IGUABA GRANDE;50;6047;215;176;6488
330190 ITABORAI;425;69964;4137;999;75525
330200 ITAGUAI;219;37319;1821;1414;40773
330205 ITALVA;19;3607;202;56;3884
330210 ITAOCARA;47;5864;318;246;6475
330220 ITAPERUNA;199;25940;1476;269;27884
330225 ITATIAIA;58;8422;484;105;9069
330227 JAPERI;219;30751;1826;1736;34532
330230 LAJE DO MURIAE;20;1973;146;122;2261
330240 MACAE;294;36610;2622;38639;78165
330245 MACUCO;13;2388;100;51;2552
330250 MAGE;510;74740;4040;862;80152
330260 MANGARATIBA;80;10032;608;850;11570
330270 MARICA;193;27303;1227;7917;36640
330280 MENDES;27;4300;266;74;4667
330285 MESQUITA;354;48808;-;2726;51888
330290 MIGUEL PEREIRA;64;4103;415;2564;7146
330300 MIRACEMA;62;8370;499;39;8970
330310 NATIVIDADE;43;4172;232;21;4468
330320 NILOPOLIS;310;40376;3005;4135;47826
330330 NITEROI;866;128924;7246;3191;140227
330340 NOVA FRIBURGO;300;48041;2846;1780;52967
330350 NOVA IGUACU;1806;250116;17000;11527;280449
330360 PARACAMBI;49;9902;627;2035;12613
330370 PARAIBA DO SUL;77;11208;489;422;12196
330380 PARATY;62;12957;610;63;13692
330385 PATY DO ALFERES;67;4905;436;3304;8712
330390 PETROPOLIS;1050;85549;5078;449;92126
330395 PINHEIRAL;55;6560;285;87;6987
330400 PIRAI;76;7555;471;19;8121
330410 PORCIUNCULA;45;4875;257;45;5222
330411 PORTO REAL;55;5800;228;11;6094
330412 QUATIS;22;3696;192;11;3921
330414 QUEIMADOS;343;49815;1873;2078;54109
330415 QUISSAMA;51;6515;258;242;7066
330420 RESENDE;169;37305;1907;56;39437
330430 RIO BONITO;144;16712;1044;145;18045
330440 RIO CLARO;33;4658;290;29;5010
330450 RIO DAS FLORES;18;2342;130;49;2539
330452 RIO DAS OSTRAS;202;13803;625;23201;37831
330455 RIO DE JANEIRO;15021;1711866;98146;101009;1926042
330460 SANTA MARIA MADALENA;14;2102;166;327;2609
330470 SANTO ANTONIO DE PADUA;24;10757;653;90;11524
330475 SAO FRANCISCO DE ITABAPOANA;61;12378;640;318;13397
330480 SAO FIDELIS;52;9411;556;88;10107
330490 SAO GONCALO;1482;244761;14906;8713;269862
330500 SAO JOAO DA BARRA;72;9058;521;1440;11091
330510 SAO JOAO DE MERITI;938;141608;9070;4087;155703
330513 SAO JOSE DE UBA;13;2148;107;35;2303
330515 SAO JOSE DO VALE DO RIO PRETO;52;6050;320;54;6476
330520 SAO PEDRO DA ALDEIA;166;28399;1293;492;30350
330530 SAO SEBASTIAO DO ALTO;15;2169;126;142;2452
330540 SAPUCAIA;31;3961;170;210;4372
330550 SAQUAREMA;157;21815;929;855;23756
330555 SEROPEDICA;123;19912;1053;3386;24474
330560 SILVA JARDIM;48;6414;428;116;7006
330570 SUMIDOURO;58;4471;211;62;4802
330575 TANGUA;72;9261;437;90;9860
330580 TERESOPOLIS;435;50639;2910;170;54154
330590 TRAJANO DE MORAES;9;2044;101;229;2383
330600 TRES RIOS;179;21329;1441;3581;26530
330610 VALENCA;164;19504;1158;314;21140
330615 VARRE-SAI;22;3773;212;21;4028
330620 VASSOURAS;127;11209;715;101;12152
330630 VOLTA REDONDA;435;71866;4006;176;76483
 MUNICIPIO IGNORADO - SP;5;187;1321;2195;3708
350010 ADAMANTINA;79;8025;432;82;8618
350020 ADOLFO;6;841;58;45;950
350030 AGUAI;94;9201;525;492;10312
350040 AGUAS DA PRATA;3;946;65;712;1726
350050 AGUAS DE LINDOIA;60;5166;267;92;5585
350055 AGUAS DE SANTA BARBARA;12;1565;70;72;1719
350060 AGUAS DE SAO PEDRO;4;572;21;9;606
350070 AGUDOS;71;9338;587;1887;11883
350075 ALAMBARI;14;1294;52;95;1455
350080 ALFREDO MARCONDES;12;894;35;9;950
350090 ALTAIR;9;996;52;10;1067
350100 ALTINOPOLIS;48;4179;243;110;4580
350110 ALTO ALEGRE;11;827;44;76;958
350115 ALUMINIO;47;5450;314;126;5937
350120 ALVARES FLORENCE;5;683;34;25;747
350130 ALVARES MACHADO;82;7463;381;121;8047
350140 ALVARO DE CARVALHO;9;1053;42;13;1117
350150 ALVINLANDIA;17;922;57;7;1003
350160 AMERICANA;625;56247;2704;358;59934
350170 AMERICO BRASILIENSE;107;10741;504;85;11437
350180 AMERICO DE CAMPOS;9;1213;67;10;1299
350190 AMPARO;177;17430;899;242;18748
350200 ANALANDIA;13;1033;45;28;1119
350210 ANDRADINA;67;2553;776;12546;15942
350220 ANGATUBA;57;6550;366;655;7628
350230 ANHEMBI;16;1675;70;23;1784
350240 ANHUMAS;19;1025;64;8;1116
350250 APARECIDA;79;10059;506;162;10806
350260 APARECIDA D'OESTE;4;757;79;259;1099
350270 APIAI;123;8321;614;196;9254
350275 ARACARIGUAMA;52;6561;245;181;7039
350280 ARACATUBA;439;48240;2510;520;51709
350290 ARACOIABA DA SERRA;68;8059;419;71;8617
350300 ARAMINA;7;1282;53;29;1371
350310 ARANDU;13;1785;119;42;1959
350315 ARAPEI;4;489;74;36;603
350320 ARARAQUARA;469;55439;2550;438;58896
350330 ARARAS;301;19312;1537;13560;34710
350335 ARCO-IRIS;-;462;27;9;498
350340 AREALVA;9;1708;101;98;1916
350350 AREIAS;13;1051;65;27;1156
350360 AREIOPOLIS;31;3276;229;40;3576
350370 ARIRANHA;12;2171;120;37;2340
350380 ARTUR NOGUEIRA;111;12199;645;977;13932
350390 ARUJA;241;27970;1322;802;30335
350395 ASPASIA;2;314;21;121;458
350400 ASSIS;246;25901;1287;308;27742
350410 ATIBAIA;369;35216;2071;7429;45085
350420 AURIFLAMA;34;3415;212;141;3802
350430 AVAI;14;1125;68;310;1517
350440 AVANHANDAVA;25;2996;168;82;3271
350450 AVARE;161;26311;1256;573;28301
350460 BADY BASSITT;47;4696;192;33;4968
350470 BALBINOS;1;138;14;178;331
350480 BALSAMO;19;1826;84;36;1965
350490 BANANAL;22;2617;180;29;2848
350500 BARAO DE ANTONINA;8;901;37;25;971
350510 BARBOSA;12;1885;97;41;2035
350520 BARIRI;55;8148;474;436;9113
350530 BARRA BONITA;75;7999;520;101;8695
350535 BARRA DO CHAPEU;16;1671;96;129;1912
350540 BARRA DO TURVO;20;2247;133;42;2442
350550 BARRETOS;230;31463;1489;404;33586
350560 BARRINHA;101;9984;493;200;10778
350570 BARUERI;806;113083;5834;4207;123930
350580 BASTOS;27;6491;370;44;6932
350590 BATATAIS;244;15124;821;318;16507
350600 BAURU;812;79018;5224;21790;106844
350610 BEBEDOURO;225;19759;1087;374;21445
350620 BENTO DE ABREU;7;628;31;85;751
350630 BERNARDINO DE CAMPOS;23;2916;170;26;3135
350635 BERTIOGA;159;19267;677;749;20852
350640 BILAC;17;1594;84;25;1720
350650 BIRIGUI;383;29152;1381;405;31321
350660 BIRITIBA-MIRIM;47;8430;482;166;9125
350670 BOA ESPERANCA DO SUL;18;3768;253;512;4551
350680 BOCAINA;21;2519;155;551;3246
350690 BOFETE;35;2661;124;37;2857
350700 BOITUVA;135;15440;610;631;16816
350710 BOM JESUS DOS PERDOES;63;5413;245;914;6635
350715 BOM SUCESSO DE ITARARE;23;1475;63;21;1582
350720 BORA;-;212;11;2;225
350730 BORACEIA;9;1236;60;72;1377
350740 BORBOREMA;40;3315;201;76;3632
350745 BOREBI;6;604;39;116;765
350750 BOTUCATU;465;36629;1756;490;39340
350760 BRAGANCA PAULISTA;491;45853;2287;692;49323
350770 BRAUNA;16;1348;51;40;1455
350775 BREJO ALEGRE;9;639;39;4;691
350780 BRODOWSKI;104;6076;304;74;6558
350790 BROTAS;75;6437;309;98;6919
350800 BURI;76;7213;395;74;7758
350810 BURITAMA;19;4141;204;25;4389
350820 BURITIZAL;8;1014;45;42;1109
350830 CABRALIA PAULISTA;16;1195;81;95;1387
350840 CABREUVA;113;14123;731;1516;16483
350850 CACAPAVA;272;26402;1420;601;28695
350860 CACHOEIRA PAULISTA;54;8707;507;248;9516
350870 CACONDE;85;4785;350;116;5336
350880 CAFELANDIA;37;4885;291;70;5283
350890 CAIABU;12;978;56;15;1061
350900 CAIEIRAS;194;28215;1360;1104;30873
350910 CAIUA;1;937;59;86;1083
350920 CAJAMAR;174;25462;1122;649;27407
350925 CAJATI;76;10944;707;134;11861
350930 CAJOBI;21;2376;120;27;2544
350940 CAJURU;47;7457;404;334;8242
350945 CAMPINA DO MONTE ALEGRE;21;1534;93;182;1830
350950 CAMPINAS;3728;310948;15698;3857;334231
350960 CAMPO LIMPO PAULISTA;228;22570;1264;1411;25473
350970 CAMPOS DO JORDAO;149;17165;1009;211;18534
350980 CAMPOS NOVOS PAULISTA;15;1313;57;13;1398
350990 CANANEIA;30;4128;246;46;4450
350995 CANAS;14;1445;45;118;1622
351000 CANDIDO MOTA;48;7580;474;200;8302
351010 CANDIDO RODRIGUES;4;530;29;11;574
351015 CANITAR;12;1615;107;61;1795
351020 CAPAO BONITO;221;15683;969;146;17019
351030 CAPELA DO ALTO;40;5749;290;65;6144
351040 CAPIVARI;124;15237;760;197;16318
351050 CARAGUATATUBA;215;34228;1560;389;36392
351060 CARAPICUIBA;898;138749;6830;6658;153135
351070 CARDOSO;17;2789;176;25;3007
351080 CASA BRANCA;70;6870;363;308;7611
351090 CASSIA DOS COQUEIROS;7;485;50;34;576
351100 CASTILHO;37;2656;258;2623;5574
351110 CATANDUVA;169;29140;1422;314;31045
351120 CATIGUA;8;1858;103;12;1981
351130 CEDRAL;16;2000;80;20;2116
351140 CERQUEIRA CESAR;43;5081;255;253;5632
351150 CERQUILHO;98;10451;530;122;11201
351160 CESARIO LANGE;45;4829;185;62;5121
351170 CHARQUEADA;28;4322;231;64;4645
351190 CLEMENTINA;25;2073;80;51;2229
351200 COLINA;32;4992;264;109;5397
351210 COLOMBIA;15;1960;86;123;2184
351220 CONCHAL;79;7394;475;1566;9514
351230 CONCHAS;33;4995;234;55;5317
351240 CORDEIROPOLIS;45;5985;284;149;6463
351250 COROADOS;20;1237;65;14;1336
351260 CORONEL MACEDO;15;1196;88;31;1330
351270 CORUMBATAI;11;1030;47;8;1096
351280 COSMOPOLIS;167;16453;804;461;17885
351290 COSMORAMA;7;1618;67;14;1706
351300 COTIA;604;59040;3662;22753;86059
351310 CRAVINHOS;120;8904;471;114;9609
351320 CRISTAIS PAULISTA;39;2275;106;20;2440
351330 CRUZALIA;6;500;34;8;548
351340 CRUZEIRO;219;22356;1317;252;24144
351350 CUBATAO;412;39861;2432;357;43062
351360 CUNHA;35;5793;394;136;6358
351370 DESCALVADO;33;7923;423;86;8465
351380 DIADEMA;2453;131985;8321;3274;146033
351385 DIRCE REIS;1;227;21;144;393
351390 DIVINOLANDIA;24;2904;184;64;3176
351400 DOBRADA;17;2477;107;38;2639
351410 DOIS CORREGOS;39;7535;369;118;8061
351420 DOLCINOPOLIS;1;364;28;125;518
351430 DOURADO;8;1992;127;49;2176
351440 DRACENA;89;10590;507;99;11285
351450 DUARTINA;26;3130;179;124;3459
351460 DUMONT;25;2122;99;31;2277
351470 ECHAPORA;33;1758;131;17;1939
351480 ELDORADO;41;4935;341;139;5456
351490 ELIAS FAUSTO;40;4478;224;77;4819
351492 ELISIARIO;6;711;38;14;769
351495 EMBAUBA;3;538;28;9;578
351500 EMBU DAS ARTES;879;90539;4698;3471;99587
351510 EMBU-GUACU;169;18426;1168;2062;21825
351512 EMILIANOPOLIS;3;621;44;61;729
351515 ENGENHEIRO COELHO;32;5140;174;63;5409
351518 ESPIRITO SANTO DO PINHAL;215;10313;666;138;11332
351519 ESPIRITO SANTO DO TURVO;13;1292;68;121;1494
351520 ESTRELA D'OESTE;17;1985;94;96;2192
351530 ESTRELA DO NORTE;6;739;45;40;830
351535 EUCLIDES DA CUNHA PAULISTA;36;2743;164;23;2966
351540 FARTURA;35;4335;245;50;4665
351550 FERNANDOPOLIS;153;16023;852;173;17201
351560 FERNANDO PRESTES;6;1167;58;30;1261
351565 FERNAO;5;392;23;3;423
351570 FERRAZ DE VASCONCELOS;359;43387;3195;18396;65337
351580 FLORA RICA;3;405;17;8;433
351590 FLOREAL;3;480;34;38;555
351600 FLORIDA PAULISTA;25;2698;142;104;2969
351610 FLORINIA;5;761;46;11;823
351620 FRANCA;1477;101689;5392;697;109255
351630 FRANCISCO MORATO;405;57010;2868;4808;65091
351640 FRANCO DA ROCHA;322;44957;2161;1319;48759
351650 GABRIEL MONTEIRO;5;618;38;7;668
351660 GALIA;18;1621;112;27;1778
351670 GARCA;114;11904;742;113;12873
351680 GASTAO VIDIGAL;5;1021;63;64;1153
351685 GAVIAO PEIXOTO;8;1352;59;21;1440
351690 GENERAL SALGADO;24;2333;140;84;2581
351700 GETULINA;30;2412;158;85;2685
351710 GLICERIO;18;1199;67;25;1309
351720 GUAICARA;37;3037;163;147;3384
351730 GUAIMBE;12;1645;111;75;1843
351740 GUAIRA;58;10441;551;132;11182
351750 GUAPIACU;42;4720;165;20;4947
351760 GUAPIARA;76;5476;444;703;6699
351770 GUARA;39;3334;373;2457;6203
351780 GUARACAI;11;932;115;950;2008
351790 GUARACI;28;2736;150;30;2944
351800 GUARANI D'OESTE;6;418;25;16;465
351810 GUARANTA;24;1779;120;76;1999
351820 GUARARAPES;85;7912;418;225;8640
351830 GUARAREMA;120;8881;465;133;9599
351840 GUARATINGUETA;266;32531;1829;326;34952
351850 GUAREI;29;3221;176;91;3517
351860 GUARIBA;137;11252;577;325;12291
351870 GUARUJA;629;71068;5671;29861;107229
351880 GUARULHOS;4094;415055;23473;36636;479258
351885 GUATAPARA;32;2092;118;30;2272
351890 GUZOLANDIA;16;1245;65;51;1377
351900 HERCULANDIA;18;2408;133;21;2580
351905 HOLAMBRA;51;3885;172;149;4257
351907 HORTOLANDIA;602;58786;2850;2099;64337
351910 IACANGA;11;2697;131;97;2936
351920 IACRI;7;1445;77;13;1542
351925 IARAS;9;1443;59;54;1565
351930 IBATE;60;10559;510;101;11230
351940 IBIRA;26;2802;121;31;2980
351950 IBIRAREMA;14;1752;81;29;1876
351960 IBITINGA;120;14900;684;135;15839
351970 IBIUNA;183;23053;1365;932;25533
351980 ICEM;32;2261;123;17;2433
351990 IEPE;37;2078;130;15;2260
352000 IGARACU DO TIETE;63;6533;353;86;7035
352010 IGARAPAVA;45;7164;352;338;7899
352020 IGARATA;19;2893;163;65;3140
352030 IGUAPE;65;8702;631;126;9524
352040 ILHABELA;76;10103;467;279;10925
352042 ILHA COMPRIDA;7;2747;96;23;2873
352044 ILHA SOLTEIRA;32;3289;333;2707;6361
352050 INDAIATUBA;537;62376;2750;646;66309
352060 INDIANA;8;1217;65;20;1310
352070 INDIAPORA;14;846;59;28;947
352080 INUBIA PAULISTA;7;839;38;9;893
352090 IPAUSSU;39;3964;227;98;4328
352100 IPERO;56;7292;320;223;7891
352110 IPEUNA;21;1825;79;20;1945
352115 IPIGUA;19;1255;37;5;1316
352120 IPORANGA;10;1314;80;21;1425
352130 IPUA;40;3975;209;292;4516
352140 IRACEMAPOLIS;41;5390;231;72;5734
