 Nascidos vivos - Brasil;;;;;;;
Nascim p/resid.mãe por Município e Consult pré-natal;;;;;;;
Período:2000-2022;;;;;;;
Município;Nenhuma;De 1 a 3 consultas;De 4 a 6 consultas;De 1 a 6 consultas, não especificado;7 ou mais consultas;Ignorado;Total
421835 TREVISO;5;19;281;-;544;4;853
421840 TREZE DE MAIO;7;51;475;-;1294;14;1841
421850 TREZE TILIAS;13;63;303;-;1804;6;2189
421860 TROMBUDO CENTRAL;10;100;528;-;1453;5;2096
421870 TUBARAO;266;1497;7423;1;19872;75;29134
421875 TUNAPOLIS;7;15;228;-;1020;1;1271
421880 TURVO;21;141;1401;-;2108;7;3678
421885 UNIAO DO OESTE;5;43;192;-;521;3;764
421890 URUBICI;89;317;1511;-;1373;27;3317
421895 URUPEMA;8;49;271;-;451;5;784
421900 URUSSANGA;31;231;1635;-;2970;18;4885
421910 VARGEAO;5;40;163;-;985;5;1198
421915 VARGEM;7;61;315;-;431;13;827
421917 VARGEM BONITA;16;83;503;-;1118;9;1729
421920 VIDAL RAMOS;18;81;389;-;1433;8;1929
421930 VIDEIRA;129;436;1838;12;14984;28;17427
421935 VITOR MEIRELES;15;123;481;-;1292;11;1922
421940 WITMARSUM;3;38;194;-;912;2;1149
421950 XANXERE;118;1152;4748;-;9096;73;15187
421960 XAVANTINA;8;29;154;-;620;6;817
421970 XAXIM;92;340;3176;-;5542;18;9168
421985 ZORTEA;8;39;426;-;551;5;1029
422000 BALNEARIO RINCAO;15;93;416;-;1388;2;1914
 MUNICIPIO IGNORADO - RS;-;-;-;-;1;-;1
430003 ACEGUA;16;103;382;-;912;6;1419
430005 AGUA SANTA;5;23;264;-;654;11;957
430010 AGUDO;52;249;1227;-;2622;21;4171
430020 AJURICABA;4;25;175;-;1484;1;1689
430030 ALECRIM;3;38;236;-;1114;17;1408
430040 ALEGRETE;390;1077;3426;-;17689;26;22608
430045 ALEGRIA;5;12;177;-;734;-;928
430047 ALMIRANTE TAMANDARE DO SUL;1;20;92;-;297;2;412
430050 ALPESTRE;12;82;488;-;1342;10;1934
430055 ALTO ALEGRE;2;9;38;-;324;1;374
430057 ALTO FELIZ;-;5;79;-;441;1;526
430060 ALVORADA;3207;7493;19899;-;44248;360;75207
430063 AMARAL FERRADOR;30;114;405;-;971;11;1531
430064 AMETISTA DO SUL;7;73;697;-;1614;6;2397
430066 ANDRE DA ROCHA;2;6;51;-;193;3;255
430070 ANTA GORDA;18;65;245;-;909;2;1239
430080 ANTONIO PRADO;32;57;287;-;2724;33;3133
430085 ARAMBARE;17;53;213;-;657;-;940
430087 ARARICA;19;148;570;-;1256;6;1999
430090 ARATIBA;7;40;228;-;1020;5;1300
430100 ARROIO DO MEIO;25;132;730;-;4195;11;5093
430105 ARROIO DO SAL;29;119;545;-;1536;5;2234
430107 ARROIO DO PADRE;46;10;74;-;418;14;562
430110 ARROIO DOS RATOS;81;337;833;-;2644;27;3922
430120 ARROIO DO TIGRE;28;231;968;-;2441;23;3691
430130 ARROIO GRANDE;222;340;1010;-;3594;59;5225
430140 ARVOREZINHA;36;268;780;-;1697;10;2791
430150 AUGUSTO PESTANA;4;44;303;-;1232;3;1586
430155 AUREA;10;34;141;-;590;-;775
430160 BAGE;909;2576;9132;-;25513;71;38201
430163 BALNEARIO PINHAL;72;219;634;-;2001;23;2949
430165 BARAO;8;22;179;-;908;3;1120
430170 BARAO DE COTEGIPE;10;91;316;-;1158;1;1576
430175 BARAO DO TRIUNFO;47;91;336;-;1122;19;1615
430180 BARRACAO;2;51;242;-;991;1;1287
430185 BARRA DO GUARITA;9;62;262;-;641;-;974
430187 BARRA DO QUARAI;11;98;299;-;555;48;1011
430190 BARRA DO RIBEIRO;67;322;923;-;2120;24;3456
430192 BARRA DO RIO AZUL;-;9;59;-;245;2;315
430195 BARRA FUNDA;-;16;110;-;541;4;671
430200 BARROS CASSAL;98;379;965;-;1875;25;3342
430205 BENJAMIN CONSTANT DO SUL;6;111;263;-;477;46;903
430210 BENTO GONCALVES;290;1179;4456;-;25438;17;31380
430215 BOA VISTA DAS MISSOES;4;10;96;-;483;3;596
430220 BOA VISTA DO BURICA;5;12;310;-;1322;2;1651
430222 BOA VISTA DO CADEADO;3;17;97;-;341;1;459
430223 BOA VISTA DO INCRA;4;24;124;-;559;-;711
430225 BOA VISTA DO SUL;2;7;66;-;377;2;454
430230 BOM JESUS;104;535;1489;-;1962;25;4115
430235 BOM PRINCIPIO;21;49;402;-;2818;13;3303
430237 BOM PROGRESSO;6;22;110;-;555;1;694
430240 BOM RETIRO DO SUL;37;121;699;-;2505;2;3364
430245 BOQUEIRAO DO LEAO;43;151;531;-;1660;28;2413
430250 BOSSOROCA;31;196;565;-;848;3;1643
430258 BOZANO;2;6;82;-;354;1;445
430260 BRAGA;12;34;225;-;861;2;1134
430265 BROCHIER;3;26;177;-;726;4;936
430270 BUTIA;109;597;1959;-;3357;36;6058
430280 CACAPAVA DO SUL;115;511;2261;-;6478;112;9477
430290 CACEQUI;70;359;1238;-;1609;13;3289
430300 CACHOEIRA DO SUL;406;2200;6596;-;15259;136;24597
430310 CACHOEIRINHA;1025;2949;8937;-;28513;260;41684
430320 CACIQUE DOBLE;18;90;338;-;928;17;1391
430330 CAIBATE;9;30;211;-;1018;3;1271
430340 CAICARA;5;31;213;-;925;1;1175
430350 CAMAQUA;339;1434;4809;-;13345;28;19955
430355 CAMARGO;6;16;81;-;562;2;667
430360 CAMBARA DO SUL;16;106;465;-;1491;23;2101
430367 CAMPESTRE DA SERRA;17;48;88;-;448;10;611
430370 CAMPINA DAS MISSOES;3;39;588;-;640;2;1272
430380 CAMPINAS DO SUL;6;68;304;-;946;-;1324
430390 CAMPO BOM;165;753;3156;-;15565;101;19740
430400 CAMPO NOVO;17;42;253;-;1442;13;1767
430410 CAMPOS BORGES;3;21;112;-;782;1;919
430420 CANDELARIA;80;422;1592;-;6393;23;8510
430430 CANDIDO GODOI;5;52;338;-;1059;1;1455
430435 CANDIOTA;49;228;932;-;1914;11;3134
430440 CANELA;146;639;2522;-;11561;22;14890
430450 CANGUCU;381;1201;3737;-;8964;93;14376
430460 CANOAS;3659;10949;29258;-;70218;1284;115368
430461 CANUDOS DO VALE;4;8;65;-;252;3;332
430462 CAPAO BONITO DO SUL;7;23;93;-;247;3;373
430463 CAPAO DA CANOA;286;1220;4002;-;12587;66;18161
430465 CAPAO DO CIPO;5;24;143;-;583;1;756
430466 CAPAO DO LEAO;461;520;1381;-;5215;193;7770
430467 CAPIVARI DO SUL;10;28;165;-;863;6;1072
430468 CAPELA DE SANTANA;20;207;675;-;2110;16;3028
430469 CAPITAO;6;12;88;-;667;3;776
430470 CARAZINHO;145;993;3779;-;14237;65;19219
430471 CARAA;24;75;383;-;780;12;1274
430480 CARLOS BARBOSA;29;109;689;-;5680;8;6515
430485 CARLOS GOMES;3;37;111;-;172;1;324
430490 CASCA;10;39;391;-;1433;5;1878
430495 CASEIROS;17;43;154;-;479;2;695
430500 CATUIPE;10;81;544;-;1527;3;2165
430510 CAXIAS DO SUL;1135;5287;20249;-;108065;510;135246
430511 CENTENARIO;1;20;122;-;454;-;597
430512 CERRITO;97;85;250;-;824;26;1282
430513 CERRO BRANCO;15;30;173;-;610;7;835
430515 CERRO GRANDE;4;16;145;-;608;1;774
430517 CERRO GRANDE DO SUL;52;250;728;-;2045;15;3090
430520 CERRO LARGO;19;64;449;-;2661;5;3198
430530 CHAPADA;10;63;268;-;1605;9;1955
430535 CHARQUEADAS;75;404;1752;-;6633;45;8909
430537 CHARRUA;28;92;413;-;509;105;1147
430540 CHIAPETTA;2;20;221;-;926;4;1173
430543 CHUI;28;105;338;-;743;15;1229
430544 CHUVISCA;15;112;501;-;854;-;1482
430545 CIDREIRA;103;388;1067;-;2227;16;3801
430550 CIRIACO;9;45;251;-;779;-;1084
430558 COLINAS;2;6;51;-;389;1;449
430560 COLORADO;3;13;80;-;481;2;579
430570 CONDOR;13;69;446;-;1077;10;1615
430580 CONSTANTINA;30;152;528;-;2178;12;2900
430583 COQUEIRO BAIXO;-;7;16;-;183;-;206
430585 COQUEIROS DO SUL;2;22;109;-;388;2;523
430587 CORONEL BARROS;1;11;140;-;459;1;612
430590 CORONEL BICACO;25;105;693;-;1622;6;2451
430593 CORONEL PILAR;4;4;30;-;185;-;223
430595 COTIPORA;3;18;61;-;539;-;621
430597 COXILHA;8;33;204;-;657;-;902
430600 CRISSIUMAL;23;220;734;-;2469;12;3458
430605 CRISTAL;27;136;657;-;1423;10;2253
430607 CRISTAL DO SUL;3;21;229;-;582;1;836
430610 CRUZ ALTA;181;1191;4774;-;14931;76;21153
430613 CRUZALTENSE;4;12;84;-;312;-;412
430620 CRUZEIRO DO SUL;24;95;566;-;1872;6;2563
430630 DAVID CANABARRO;5;16;88;-;926;5;1040
430632 DERRUBADAS;3;44;225;-;620;5;897
430635 DEZESSEIS DE NOVEMBRO;12;84;207;-;333;5;641
430637 DILERMANDO DE AGUIAR;15;43;192;-;452;6;708
430640 DOIS IRMAOS;46;244;1631;-;6363;47;8331
430642 DOIS IRMAOS DAS MISSOES;1;19;101;-;581;11;713
430645 DOIS LAJEADOS;5;1;44;-;547;1;598
430650 DOM FELICIANO;42;308;1442;-;2447;18;4257
430655 DOM PEDRO DE ALCANTARA;3;7;77;-;417;2;506
430660 DOM PEDRITO;173;938;3247;-;6937;40;11335
430670 DONA FRANCISCA;4;30;131;-;612;2;779
430673 DOUTOR MAURICIO CARDOSO;5;24;241;-;729;15;1014
430675 DOUTOR RICARDO;2;10;30;-;320;1;363
430676 ELDORADO DO SUL;359;1042;2775;-;7649;120;11945
430680 ENCANTADO;38;195;770;-;4544;23;5570
430690 ENCRUZILHADA DO SUL;122;447;1214;-;5640;41;7464
430692 ENGENHO VELHO;11;70;122;-;393;5;601
430693 ENTRE-IJUIS;20;132;602;-;1678;3;2435
430695 ENTRE RIOS DO SUL;3;55;184;-;583;4;829
430697 EREBANGO;10;62;279;-;574;3;928
430700 ERECHIM;208;1947;7057;-;20582;32;29826
430705 ERNESTINA;3;16;174;-;608;2;803
430710 HERVAL;93;202;499;-;1132;47;1973
430720 ERVAL GRANDE;8;45;207;-;1055;18;1333
430730 ERVAL SECO;14;73;262;-;1888;23;2260
430740 ESMERALDA;35;111;216;-;485;21;868
430745 ESPERANCA DO SUL;1;36;211;-;666;21;935
430750 ESPUMOSO;21;70;449;-;4041;10;4591
430755 ESTACAO;7;34;291;-;1210;4;1546
430760 ESTANCIA VELHA;89;478;2150;-;11150;39;13906
430770 ESTEIO;487;1777;6769;1;19703;137;28874
430780 ESTRELA;85;378;1691;-;6857;33;9044
430781 ESTRELA VELHA;10;58;227;-;641;7;943
430783 EUGENIO DE CASTRO;4;31;148;-;517;-;700
430786 FAGUNDES VARELA;4;8;36;-;421;1;470
430790 FARROUPILHA;171;604;3165;-;14810;58;18808
430800 FAXINAL DO SOTURNO;14;54;230;-;1236;5;1539
430805 FAXINALZINHO;8;73;210;-;420;3;714
430807 FAZENDA VILANOVA;8;30;208;-;886;3;1135
430810 FELIZ;11;62;436;-;2595;7;3111
430820 FLORES DA CUNHA;25;136;817;-;6786;32;7796
430825 FLORIANO PEIXOTO;-;12;102;-;234;3;351
430830 FONTOURA XAVIER;34;193;956;-;1840;6;3029
430840 FORMIGUEIRO;24;114;408;-;1043;8;1597
430843 FORQUETINHA;3;12;49;-;314;2;380
430845 FORTALEZA DOS VALOS;10;30;193;-;990;9;1232
430850 FREDERICO WESTPHALEN;38;243;1896;-;6640;33;8850
430860 GARIBALDI;70;235;1133;-;6374;9;7821
430865 GARRUCHOS;12;61;259;-;396;5;733
430870 GAURAMA;3;43;224;-;946;-;1216
430880 GENERAL CAMARA;39;155;459;-;1296;14;1963
430885 GENTIL;3;18;98;-;317;3;439
430890 GETULIO VARGAS;32;147;874;-;3170;16;4239
430900 GIRUA;24;133;891;-;3683;7;4738
430905 GLORINHA;25;124;387;-;1177;8;1721
430910 GRAMADO;60;304;2388;-;8837;28;11617
430912 GRAMADO DOS LOUREIROS;3;74;198;-;416;5;696
430915 GRAMADO XAVIER;28;110;315;-;715;47;1215
430920 GRAVATAI;1722;5758;18330;-;55861;423;82094
430925 GUABIJU;-;5;39;-;211;1;256
430930 GUAIBA;553;2630;7429;-;19918;270;30800
430940 GUAPORE;43;188;895;-;5233;9;6368
430950 GUARANI DAS MISSOES;15;63;340;-;1549;2;1969
430955 HARMONIA;4;17;143;-;864;3;1031
430957 HERVEIRAS;19;64;242;-;549;15;889
430960 HORIZONTINA;26;120;1046;-;4031;7;5230
430965 HULHA NEGRA;40;242;677;-;1076;6;2041
430970 HUMAITA;4;38;189;-;866;4;1101
430975 IBARAMA;11;68;429;-;723;16;1247
430980 IBIACA;2;29;280;-;634;7;952
430990 IBIRAIARAS;24;57;289;-;1256;21;1647
430995 IBIRAPUITA;4;38;324;-;734;3;1103
431000 IBIRUBA;25;126;916;-;4549;9;5625
431010 IGREJINHA;159;477;1786;-;8824;103;11349
431020 IJUI;150;1311;7036;-;16122;30;24649
431030 ILOPOLIS;7;19;253;-;763;5;1047
431033 IMBE;103;413;1405;-;3931;23;5875
431036 IMIGRANTE;2;20;107;-;446;2;577
431040 INDEPENDENCIA;9;34;251;-;1405;1;1700
431041 INHACORA;4;24;152;-;523;3;706
431043 IPE;13;17;102;-;1077;14;1223
431046 IPIRANGA DO SUL;1;15;82;-;266;-;364
431050 IRAI;25;155;658;-;1613;73;2524
431053 ITAARA;29;70;271;-;1023;5;1398
431055 ITACURUBI;4;54;197;-;527;3;785
431057 ITAPUCA;19;66;140;-;330;2;557
431060 ITAQUI;183;866;4009;-;8296;61;13415
431065 ITATI;6;39;143;-;407;8;603
431070 ITATIBA DO SUL;4;43;264;-;619;9;939
431075 IVORA;3;17;61;-;320;3;404
431080 IVOTI;30;117;688;-;4961;13;5809
431085 JABOTICABA;5;28;152;-;837;3;1025
431087 JACUIZINHO;-;35;169;-;321;-;525
431090 JACUTINGA;4;24;127;-;596;1;752
431100 JAGUARAO;218;674;1651;-;5854;59;8456
431110 JAGUARI;19;67;519;-;1807;6;2418
431112 JAQUIRANA;19;109;333;-;888;9;1358
431113 JARI;20;45;172;-;591;8;836
431115 JOIA;18;82;650;-;1520;10;2280
431120 JULIO DE CASTILHOS;74;406;1339;-;4322;24;6165
431123 LAGOA BONITA DO SUL;1;23;216;-;389;6;635
431125 LAGOAO;31;148;635;-;1023;14;1851
431127 LAGOA DOS TRES CANTOS;-;9;42;-;282;1;334
431130 LAGOA VERMELHA;111;516;2400;-;5907;41;8975
431140 LAJEADO;160;650;3121;-;19842;30;23803
431142 LAJEADO DO BUGRE;3;31;161;-;634;8;837
431150 LAVRAS DO SUL;48;235;623;-;1056;7;1969
431160 LIBERATO SALZANO;13;64;350;-;1084;11;1522
431162 LINDOLFO COLLOR;13;58;358;-;1372;3;1804
431164 LINHA NOVA;1;1;20;-;199;1;222
431170 MACHADINHO;9;86;362;-;1185;3;1645
431171 MACAMBARA;5;88;509;-;567;12;1181
431173 MAMPITUBA;5;22;150;-;695;1;873
431175 MANOEL VIANA;54;112;348;-;1274;6;1794
431177 MAQUINE;29;98;383;-;1233;5;1748
431179 MARATA;7;8;77;-;391;1;484
431180 MARAU;51;215;1110;-;9713;34;11123
431190 MARCELINO RAMOS;6;49;322;-;737;4;1118
431198 MARIANA PIMENTEL;18;64;237;-;569;4;892
431200 MARIANO MORO;1;16;82;-;328;2;429
431205 MARQUES DE SOUZA;2;26;135;-;669;4;836
431210 MATA;14;75;245;-;831;4;1169
431213 MATO CASTELHANO;7;38;204;-;491;-;740
431215 MATO LEITAO;1;29;130;-;763;-;923
431217 MATO QUEIMADO;1;8;50;-;363;-;422
431220 MAXIMILIANO DE ALMEIDA;12;28;272;-;903;2;1217
431225 MINAS DO LEAO;65;275;718;-;1332;20;2410
431230 MIRAGUAI;9;86;342;-;973;13;1423
431235 MONTAURI;2;6;31;-;249;-;288
431237 MONTE ALEGRE DOS CAMPOS;27;90;252;-;437;11;817
431238 MONTE BELO DO SUL;3;7;41;-;401;-;452
431240 MONTENEGRO;224;1080;3869;-;14771;57;20001
431242 MORMACO;2;28;125;-;519;1;675
431244 MORRINHOS DO SUL;5;15;122;-;519;-;661
431245 MORRO REDONDO;67;42;194;-;926;16;1245
431247 MORRO REUTER;3;25;265;-;1070;6;1369
431250 MOSTARDAS;53;195;616;-;2317;16;3197
431260 MUCUM;4;27;157;-;872;2;1062
431261 MUITOS CAPOES;25;73;183;-;422;17;720
431262 MULITERNO;3;32;119;-;367;5;526
431265 NAO-ME-TOQUE;18;136;720;-;3896;14;4784
431267 NICOLAU VERGUEIRO;1;8;83;-;363;2;457
431270 NONOAI;29;387;1226;-;2677;23;4342
431275 NOVA ALVORADA;6;30;97;-;767;2;902
431280 NOVA ARACA;3;21;106;-;1023;-;1153
431290 NOVA BASSANO;7;24;156;-;1678;5;1870
431295 NOVA BOA VISTA;-;4;41;-;350;3;398
431300 NOVA BRESCIA;2;6;66;-;549;3;626
431301 NOVA CANDELARIA;1;4;119;-;508;1;633
431303 NOVA ESPERANCA DO SUL;6;34;226;-;905;-;1171
431306 NOVA HARTZ;41;329;1492;-;4011;29;5902
431308 NOVA PADUA;2;5;52;-;336;1;396
431310 NOVA PALMA;8;78;246;-;1242;6;1580
431320 NOVA PETROPOLIS;16;74;434;-;4553;24;5101
431330 NOVA PRATA;32;163;940;-;5623;12;6770
431333 NOVA RAMADA;2;3;73;-;484;-;562
431335 NOVA ROMA DO SUL;-;6;52;-;544;-;602
431337 NOVA SANTA RITA;157;424;1623;-;5185;52;7441
431339 NOVO CABRAIS;2;44;216;-;570;6;838
431340 NOVO HAMBURGO;634;3193;13705;1;55899;245;73677
431342 NOVO MACHADO;6;17;125;-;563;7;718
431344 NOVO TIRADENTES;3;3;149;-;400;1;556
431346 NOVO XINGU;1;9;55;-;309;3;377
431349 NOVO BARREIRO;6;25;155;-;814;2;1002
431350 OSORIO;103;549;2573;-;10280;18;13523
431360 PAIM FILHO;3;11;245;-;638;-;897
431365 PALMARES DO SUL;77;271;757;-;1974;32;3111
431370 PALMEIRA DAS MISSOES;83;322;1865;-;9591;59;11920
431380 PALMITINHO;4;33;406;-;1595;4;2042
431390 PANAMBI;64;372;2389;-;9821;79;12725
431395 PANTANO GRANDE;87;257;779;-;1653;16;2792
431400 PARAI;15;30;168;-;1450;3;1666
431402 PARAISO DO SUL;35;106;399;-;1042;12;1594
431403 PARECI NOVO;7;9;89;-;771;1;877
431405 PAROBE;170;1017;4285;-;12196;67;17735
431406 PASSA SETE;6;69;447;-;677;21;1220
431407 PASSO DO SOBRADO;10;48;277;-;903;6;1244
431410 PASSO FUNDO;970;3743;18119;-;40679;49;63560
431413 PAULO BENTO;-;16;84;-;298;-;398
431415 PAVERAMA;17;54;245;-;1402;10;1728
431417 PEDRAS ALTAS;12;39;159;-;336;15;561
431420 PEDRO OSORIO;162;139;403;-;1416;55;2175
431430 PEJUCARA;3;20;114;-;803;9;949
431440 PELOTAS;7483;4486;14449;-;68666;3177;98261
431442 PICADA CAFE;4;9;73;-;1005;6;1097
431445 PINHAL;13;26;181;-;606;3;829
431446 PINHAL DA SERRA;27;51;106;-;254;7;445
431447 PINHAL GRANDE;10;34;205;-;806;1;1056
431449 PINHEIRINHO DO VALE;6;41;293;-;835;5;1180
431450 PINHEIRO MACHADO;95;166;787;-;1967;56;3071
431454 PINTO BANDEIRA;5;3;37;-;204;-;249
431455 PIRAPO;3;27;170;-;320;-;520
431460 PIRATINI;177;518;1467;-;2407;57;4626
431470 PLANALTO;27;211;1220;-;1787;5;3250
431475 POCO DAS ANTAS;-;13;51;-;365;2;431
431477 PONTAO;8;18;328;-;725;-;1079
431478 PONTE PRETA;-;15;60;-;255;-;330
431480 PORTAO;84;408;1749;-;6634;25;8900
431490 PORTO ALEGRE;11459;31798;83625;-;297520;1269;425671
431500 PORTO LUCENA;9;53;212;-;640;5;919
431505 PORTO MAUA;1;21;130;-;335;1;488
431507 PORTO VERA CRUZ;3;16;105;-;226;1;351
431510 PORTO XAVIER;22;80;499;-;2463;6;3070
431513 POUSO NOVO;4;17;78;-;324;7;430
431514 PRESIDENTE LUCENA;1;8;57;-;593;1;660
431515 PROGRESSO;14;59;296;-;1058;35;1462
431517 PROTASIO ALVES;4;14;38;-;301;-;357
431520 PUTINGA;7;29;151;-;640;4;831
431530 QUARAI;175;741;2163;-;4059;70;7208
431531 QUATRO IRMAOS;1;28;99;-;295;-;423
431532 QUEVEDOS;5;25;136;-;406;2;574
431535 QUINZE DE NOVEMBRO;2;13;121;-;698;3;837
431540 REDENTORA;96;548;1526;-;2467;301;4938
431545 RELVADO;2;14;63;-;262;-;341
431550 RESTINGA SECA;41;164;850;-;2913;16;3984
431555 RIO DOS INDIOS;5;79;295;-;493;5;877
431560 RIO GRANDE;3145;4912;14795;-;38212;683;61747
431570 RIO PARDO;223;684;3175;-;5671;46;9799
431575 RIOZINHO;20;34;192;-;819;11;1076
431580 ROCA SALES;20;61;225;-;1970;13;2289
431590 RODEIO BONITO;10;30;474;-;1390;2;1906
431595 ROLADOR;4;21;134;-;312;2;473
431600 ROLANTE;57;253;1022;-;4474;20;5826
431610 RONDA ALTA;27;85;374;-;2321;10;2817
431620 RONDINHA;7;12;78;-;1042;1;1140
431630 ROQUE GONZALES;18;116;432;-;1091;4;1661
431640 ROSARIO DO SUL;243;676;2834;-;8260;41;12054
431642 SAGRADA FAMILIA;5;24;118;-;533;4;684
431643 SALDANHA MARINHO;6;9;64;-;490;11;580
431645 SALTO DO JACUI;28;210;861;-;2513;12;3624
431647 SALVADOR DAS MISSOES;-;7;144;-;358;1;510
431650 SALVADOR DO SUL;10;44;225;-;1435;6;1720
431660 SANANDUVA;14;72;334;-;3398;4;3822
431670 SANTA BARBARA DO SUL;23;31;266;-;2009;63;2392
431673 SANTA CECILIA DO SUL;1;7;84;-;278;1;371
431675 SANTA CLARA DO SUL;11;26;137;-;1225;5;1404
431680 SANTA CRUZ DO SUL;325;1540;5675;-;28430;222;36192
431690 SANTA MARIA;2100;5723;15937;-;55348;367;79475
431695 SANTA MARIA DO HERVAL;13;15;190;-;1005;8;1231
431697 SANTA MARGARIDA DO SUL;10;34;120;-;299;1;464
431700 SANTANA DA BOA VISTA;40;136;727;-;951;28;1882
431710 SANT'ANA DO LIVRAMENTO;831;3371;8560;-;14809;258;27829
431720 SANTA ROSA;141;583;2931;-;17941;18;21614
431725 SANTA TEREZA;2;9;40;-;219;1;271
431730 SANTA VITORIA DO PALMAR;199;906;2628;-;5693;41;9467
431740 SANTIAGO;109;406;2621;-;10923;16;14075
431750 SANTO ANGELO;163;1398;5273;-;17351;44;24229
431755 SANTO ANTONIO DO PALMA;5;5;59;-;370;-;439
431760 SANTO ANTONIO DA PATRULHA;171;767;2548;-;7077;70;10633
431770 SANTO ANTONIO DAS MISSOES;63;393;1154;-;1268;22;2900
431775 SANTO ANTONIO DO PLANALTO;-;18;75;-;425;-;518
431780 SANTO AUGUSTO;38;53;694;-;3542;4;4331
431790 SANTO CRISTO;16;62;770;-;2671;6;3525
431795 SANTO EXPEDITO DO SUL;1;11;102;-;478;-;592
431800 SAO BORJA;189;1040;6335;-;11931;123;19618
431805 SAO DOMINGOS DO SUL;2;8;62;-;529;-;601
431810 SAO FRANCISCO DE ASSIS;70;328;1082;-;3058;13;4551
431820 SAO FRANCISCO DE PAULA;182;588;1720;-;4148;57;6695
431830 SAO GABRIEL;393;1638;4572;-;12148;13;18764
431840 SAO JERONIMO;107;436;1346;-;5124;35;7048
431842 SAO JOAO DA URTIGA;7;9;195;-;706;1;918
431843 SAO JOAO DO POLESINE;7;26;98;-;454;6;591
431844 SAO JORGE;4;9;64;-;477;1;555
431845 SAO JOSE DAS MISSOES;3;19;106;-;611;6;745
431846 SAO JOSE DO HERVAL;9;19;115;-;402;5;550
431848 SAO JOSE DO HORTENCIO;2;19;143;-;719;3;886
431849 SAO JOSE DO INHACORA;-;2;40;-;385;-;427
431850 SAO JOSE DO NORTE;278;671;1663;-;4325;57;6994
431860 SAO JOSE DO OURO;11;45;359;-;1398;4;1817
431861 SAO JOSE DO SUL;1;1;42;-;380;2;426
431862 SAO JOSE DOS AUSENTES;30;100;353;-;668;9;1160
431870 SAO LEOPOLDO;1240;4344;18640;-;46449;205;70878
431880 SAO LOURENCO DO SUL;165;646;3099;-;6814;46;10770
431890 SAO LUIZ GONZAGA;130;1251;3986;-;5832;43;11242
431900 SAO MARCOS;54;183;591;-;4512;15;5355
431910 SAO MARTINHO;5;48;200;-;1133;5;1391
431912 SAO MARTINHO DA SERRA;11;29;123;-;488;4;655
431915 SAO MIGUEL DAS MISSOES;27;131;521;-;1446;16;2141
431920 SAO NICOLAU;39;165;519;-;804;22;1549
431930 SAO PAULO DAS MISSOES;13;33;171;-;1167;7;1391
431935 SAO PEDRO DA SERRA;6;15;118;-;703;3;845
431936 SAO PEDRO DAS MISSOES;2;20;103;-;396;1;522
431937 SAO PEDRO DO BUTIA;1;5;56;-;565;3;630
431940 SAO PEDRO DO SUL;107;240;915;-;2755;26;4043
431950 SAO SEBASTIAO DO CAI;101;310;1537;-;5493;34;7475
431960 SAO SEPE;107;308;1055;-;4808;34;6312
431970 SAO VALENTIM;4;41;187;-;584;3;819
431971 SAO VALENTIM DO SUL;3;5;24;-;296;1;329
431973 SAO VALERIO DO SUL;25;41;318;-;590;13;987
431975 SAO VENDELINO;3;8;47;-;380;4;442
431980 SAO VICENTE DO SUL;31;115;917;-;1198;12;2273
431990 SAPIRANGA;245;1602;7429;-;18635;174;28085
432000 SAPUCAIA DO SUL;739;2210;9200;-;29361;148;41658
432010 SARANDI;47;219;1169;-;4939;30;6404
432020 SEBERI;13;78;839;-;2623;10;3563
432023 SEDE NOVA;6;18;135;-;627;5;791
432026 SEGREDO;17;134;562;-;1280;12;2005
432030 SELBACH;6;24;182;-;1002;8;1222
432032 SENADOR SALGADO FILHO;1;20;94;-;552;2;669
432035 SENTINELA DO SUL;22;125;435;-;735;-;1317
432040 SERAFINA CORREA;15;85;741;-;3286;-;4127
432045 SERIO;3;16;84;-;352;4;459
432050 SERTAO;4;38;219;-;1200;1;1462
432055 SERTAO SANTANA;40;136;355;-;942;16;1489
432057 SETE DE SETEMBRO;3;6;67;-;366;-;442
432060 SEVERIANO DE ALMEIDA;10;30;133;-;661;-;834
432065 SILVEIRA MARTINS;14;11;96;-;389;7;517
432067 SINIMBU;43;140;476;-;1368;43;2070
432070 SOBRADINHO;39;254;1262;-;2850;42;4447
432080 SOLEDADE;108;779;2999;-;5565;36;9487
432085 TABAI;8;33;232;-;856;2;1131
432090 TAPEJARA;33;108;1347;-;4639;34;6161
432100 TAPERA;22;55;442;-;2459;11;2989
432110 TAPES;89;442;1524;-;2706;19;4780
432120 TAQUARA;255;1154;4966;-;9704;93;16172
432130 TAQUARI;78;588;2489;-;4235;40;7430
432132 TAQUARUCU DO SUL;2;14;131;-;629;-;776
432135 TAVARES;37;131;327;-;603;14;1112
432140 TENENTE PORTELA;64;518;1476;-;3229;41;5328
432143 TERRA DE AREIA;38;186;584;-;1912;14;2734
432145 TEUTONIA;31;100;592;-;7566;5;8294
432146 TIO HUGO;6;17;126;-;568;-;717
432147 TIRADENTES DO SUL;19;108;401;-;1047;16;1591
432149 TOROPI;8;23;106;-;424;3;564
432150 TORRES;120;423;2259;-;9229;12;12043
432160 TRAMANDAI;374;1407;3877;-;10685;67;16410
432162 TRAVESSEIRO;-;8;38;-;349;2;397
432163 TRES ARROIOS;-;14;61;-;320;1;396
432166 TRES CACHOEIRAS;18;59;479;-;2164;1;2721
432170 TRES COROAS;67;191;1404;-;5618;35;7315
