 Nascidos vivos - Brasil;;;;;;;
Nascim p/resid.mãe por Município e Cor/raça;;;;;;;
Período:2000-2022;;;;;;;
Município;Branca;Preta;Amarela;Parda;Indígena;Ignorado;Total
431936 SAO PEDRO DAS MISSOES;501;3;-;11;-;7;522
431937 SAO PEDRO DO BUTIA;560;2;-;66;2;-;630
431940 SAO PEDRO DO SUL;3607;121;8;298;-;9;4043
431950 SAO SEBASTIAO DO CAI;6838;203;9;357;4;64;7475
431960 SAO SEPE;4747;940;9;587;6;23;6312
431970 SAO VALENTIM;720;6;-;87;5;1;819
431971 SAO VALENTIM DO SUL;314;2;-;13;-;-;329
431973 SAO VALERIO DO SUL;337;3;4;41;601;1;987
431975 SAO VENDELINO;427;4;-;8;-;3;442
431980 SAO VICENTE DO SUL;2038;77;2;148;2;6;2273
431990 SAPIRANGA;26585;364;18;1031;9;78;28085
432000 SAPUCAIA DO SUL;37223;2263;30;1969;6;167;41658
432010 SARANDI;6122;45;1;169;6;61;6404
432020 SEBERI;3401;46;3;102;2;9;3563
432023 SEDE NOVA;757;5;-;23;1;5;791
432026 SEGREDO;1755;49;3;183;2;13;2005
432030 SELBACH;1167;17;-;31;-;7;1222
432032 SENADOR SALGADO FILHO;609;4;2;53;-;1;669
432035 SENTINELA DO SUL;1108;90;1;113;2;3;1317
432040 SERAFINA CORREA;3744;71;1;294;2;15;4127
432045 SERIO;435;13;1;8;-;2;459
432050 SERTAO;1265;89;2;91;10;5;1462
432055 SERTAO SANTANA;1310;83;1;88;-;7;1489
432057 SETE DE SETEMBRO;422;1;-;19;-;-;442
432060 SEVERIANO DE ALMEIDA;802;2;3;26;1;-;834
432065 SILVEIRA MARTINS;434;27;-;55;1;-;517
432067 SINIMBU;1646;33;4;364;1;22;2070
432070 SOBRADINHO;3883;294;5;245;8;12;4447
432080 SOLEDADE;9188;85;7;177;1;29;9487
432085 TABAI;1037;36;1;51;6;-;1131
432090 TAPEJARA;5548;95;39;413;33;33;6161
432100 TAPERA;2828;34;5;113;2;7;2989
432110 TAPES;3659;590;4;507;9;11;4780
432120 TAQUARA;14037;841;7;1199;7;81;16172
432130 TAQUARI;6938;198;4;267;4;19;7430
432132 TAQUARUCU DO SUL;732;5;-;33;2;4;776
432135 TAVARES;912;83;1;113;-;3;1112
432140 TENENTE PORTELA;3416;28;3;203;1649;29;5328
432143 TERRA DE AREIA;2585;86;1;49;7;6;2734
432145 TEUTONIA;7695;254;9;331;2;3;8294
432146 TIO HUGO;664;3;-;50;-;-;717
432147 TIRADENTES DO SUL;1495;10;-;67;1;18;1591
432149 TOROPI;543;4;-;15;-;2;564
432150 TORRES;11620;189;2;119;69;44;12043
432160 TRAMANDAI;14833;593;10;913;5;56;16410
432162 TRAVESSEIRO;387;4;-;6;-;-;397
432163 TRES ARROIOS;387;2;-;6;-;1;396
432166 TRES CACHOEIRAS;2678;24;1;14;-;4;2721
432170 TRES COROAS;6568;184;2;519;2;40;7315
432180 TRES DE MAIO;6407;35;1;193;2;14;6652
432183 TRES FORQUILHAS;708;34;1;10;-;3;756
432185 TRES PALMEIRAS;1015;9;-;41;238;6;1309
432190 TRES PASSOS;6208;36;5;452;3;30;6734
432195 TRINDADE DO SUL;1789;15;2;69;7;7;1889
432200 TRIUNFO;7259;403;6;610;11;22;8311
432210 TUCUNDUVA;1209;8;-;25;-;2;1244
432215 TUNAS;1069;51;8;65;1;3;1197
432218 TUPANCI DO SUL;334;3;-;2;-;1;340
432220 TUPANCIRETA;5703;178;-;1100;2;33;7016
432225 TUPANDI;1065;20;-;31;1;10;1127
432230 TUPARENDI;1590;8;-;105;-;1;1704
432232 TURUCU;808;72;1;40;-;10;931
432234 UBIRETAMA;405;3;-;12;-;-;420
432235 UNIAO DA SERRA;190;1;-;7;-;-;198
432237 UNISTALDA;609;4;2;29;-;1;645
432240 URUGUAIANA;37834;1281;33;7263;45;1113;47569
432250 VACARIA;18584;593;40;3133;48;144;22542
432252 VALE VERDE;659;35;1;42;-;4;741
432253 VALE DO SOL;2108;84;4;214;1;4;2415
432254 VALE REAL;1295;29;-;53;3;4;1384
432255 VANINI;422;4;-;14;-;3;443
432260 VENANCIO AIRES;15817;1082;20;898;3;62;17882
432270 VERA CRUZ;5210;596;14;491;1;38;6350
432280 VERANOPOLIS;4936;169;7;428;3;7;5550
432285 VESPASIANO CORREA;358;1;-;5;-;-;364
432290 VIADUTOS;903;9;-;138;-;1;1051
432300 VIAMAO;58422;9877;91;8649;360;304;77703
432310 VICENTE DUTRA;1590;6;-;43;86;12;1737
432320 VICTOR GRAEFF;636;8;-;19;-;1;664
432330 VILA FLORES;609;15;-;61;-;2;687
432335 VILA LANGARO;417;5;-;19;1;2;444
432340 VILA MARIA;871;15;1;14;-;-;901
432345 VILA NOVA DO SUL;671;52;-;99;-;4;826
432350 VISTA ALEGRE;650;5;2;76;2;2;737
432360 VISTA ALEGRE DO PRATA;237;7;-;9;-;-;253
432370 VISTA GAUCHA;650;-;-;31;1;4;686
432375 VITORIA DAS MISSOES;717;1;4;45;-;-;767
432377 WESTFALIA;623;13;1;25;-;1;663
432380 XANGRI-LA;4170;189;-;121;-;10;4490
 MUNICIPIO IGNORADO - MS;8;-;-;-;-;-;8
500020 AGUA CLARA;2125;343;32;3233;15;91;5839
500025 ALCINOPOLIS;431;21;1;579;-;1;1033
500060 AMAMBAI;8984;53;7;810;5839;528;16221
500070 ANASTACIO;2867;129;35;5797;339;85;9252
500080 ANAURILANDIA;826;40;14;1557;15;18;2470
500085 ANGELICA;1578;56;2;1419;2;6;3063
500090 ANTONIO JOAO;1431;50;8;1509;663;2;3663
500100 APARECIDA DO TABOADO;5317;284;7;1734;5;19;7366
500110 AQUIDAUANA;5040;334;49;11367;2711;31;19532
500124 ARAL MOREIRA;1842;22;17;1489;403;32;3805
500150 BANDEIRANTES;842;43;1;940;7;10;1843
500190 BATAGUASSU;4332;171;9;3351;12;19;7894
500200 BATAYPORA;1160;91;72;3040;13;13;4389
500210 BELA VISTA;5845;37;29;4196;184;26;10317
500215 BODOQUENA;1619;62;9;1040;335;7;3072
500220 BONITO;3604;144;18;4198;179;16;8159
500230 BRASILANDIA;2446;99;5;1476;58;10;4094
500240 CAARAPO;4566;225;37;3611;3105;22;11566
500260 CAMAPUA;1877;70;13;2598;1;160;4719
500270 CAMPO GRANDE;160126;5404;923;131708;1753;230;300144
500280 CARACOL;1096;27;6;740;4;12;1885
500290 CASSILANDIA;4299;172;27;2041;2;15;6556
500295 CHAPADAO DO SUL;4892;269;53;2853;6;33;8106
500310 CORGUINHO;359;25;-;480;2;1;867
500315 CORONEL SAPUCAIA;2568;67;11;3447;1496;98;7687
500320 CORUMBA;6794;625;85;38363;90;407;46364
500325 COSTA RICA;4374;192;51;3539;8;6;8170
500330 COXIM;2700;135;10;9458;9;4;12316
500345 DEODAPOLIS;2227;76;11;1519;12;19;3864
500348 DOIS IRMAOS DO BURITI;986;49;8;1436;619;8;3106
500350 DOURADINA;659;18;2;405;463;3;1550
500370 DOURADOS;46862;1421;331;25477;9681;104;83876
500375 ELDORADO;3001;91;5;1793;399;22;5311
500380 FATIMA DO SUL;4190;80;25;1794;10;30;6129
500390 FIGUEIRAO;322;20;1;310;-;2;655
500400 GLORIA DE DOURADOS;2075;51;15;680;10;7;2838
500410 GUIA LOPES DA LAGUNA;1666;38;2;2072;85;10;3873
500430 IGUATEMI;4209;74;3;1152;408;20;5866
500440 INOCENCIA;1843;68;10;676;1;17;2615
500450 ITAPORA;4026;84;12;926;102;15;5165
500460 ITAQUIRAI;2005;122;15;3936;26;28;6132
500470 IVINHEMA;4523;205;15;3469;25;9;8246
500480 JAPORA;461;21;1;914;2648;12;4057
500490 JARAGUARI;458;71;-;577;12;-;1118
500500 JARDIM;4410;79;8;5616;40;13;10166
500510 JATEI;807;43;5;471;10;9;1345
500515 JUTI;1046;24;4;734;434;6;2248
500520 LADARIO;1164;99;16;6783;16;41;8119
500525 LAGUNA CARAPA;1313;13;9;708;511;16;2570
500540 MARACAJU;8725;372;19;5494;267;31;14908
500560 MIRANDA;2588;218;33;4729;4064;40;11672
500568 MUNDO NOVO;2545;59;6;3954;15;20;6599
500570 NAVIRAI;7801;249;62;10865;167;30;19174
500580 NIOAQUE;1339;89;9;2442;643;14;4536
500600 NOVA ALVORADA DO SUL;3146;141;23;2876;66;57;6309
500620 NOVA ANDRADINA;5520;343;55;10595;33;41;16587
500625 NOVO HORIZONTE DO SUL;921;44;5;791;7;5;1773
500627 PARAISO DAS AGUAS;177;17;5;307;-;-;506
500630 PARANAIBA;9321;281;7;2807;3;11;12430
500635 PARANHOS;2569;64;22;1289;2721;38;6703
500640 PEDRO GOMES;931;105;12;1395;6;4;2453
500660 PONTA PORA;17366;239;96;19408;272;871;38252
500690 PORTO MURTINHO;1992;27;6;3370;450;85;5930
500710 RIBAS DO RIO PARDO;3438;337;15;3289;48;279;7406
500720 RIO BRILHANTE;6351;198;14;6534;123;93;13313
500730 RIO NEGRO;655;52;4;559;5;3;1278
500740 RIO VERDE DE MATO GROSSO;3224;191;51;3379;10;5;6860
500750 ROCHEDO;556;42;3;755;8;1;1365
500755 SANTA RITA DO PARDO;1084;33;2;624;3;10;1756
500769 SAO GABRIEL DO OESTE;5246;271;39;4282;29;7;9874
500770 SETE QUEDAS;2475;77;6;1900;157;32;4647
500780 SELVIRIA;679;38;4;600;1;13;1335
500790 SIDROLANDIA;8177;367;36;4937;1089;26;14632
500793 SONORA;1867;114;33;3793;6;14;5827
500795 TACURU;1594;67;13;782;2221;22;4699
500797 TAQUARUSSU;439;19;13;586;4;4;1065
500800 TERENOS;1671;71;10;2204;90;12;4058
500830 TRES LAGOAS;19310;1177;110;18900;82;25;39604
500840 VICENTINA;1204;24;3;460;15;12;1718
 MUNICIPIO IGNORADO - MT;21;1;-;27;4;15;68
510010 ACORIZAL;193;34;4;1190;2;4;1427
510020 AGUA BOA;3333;238;21;4130;264;344;8330
510025 ALTA FLORESTA;9990;640;147;9486;61;72;20396
510030 ALTO ARAGUAIA;2317;211;15;2467;3;68;5081
510035 ALTO BOA VISTA;340;34;6;901;218;25;1524
510040 ALTO GARCAS;1382;77;11;1690;1;12;3173
510050 ALTO PARAGUAI;334;133;3;1987;1;7;2465
510060 ALTO TAQUARI;2061;126;24;1108;3;44;3366
510080 APIACAS;1183;103;6;1751;78;33;3154
510100 ARAGUAIANA;369;18;2;512;3;3;907
510120 ARAGUAINHA;140;4;-;103;-;2;249
510125 ARAPUTANGA;2211;96;18;3873;2;9;6209
510130 ARENAPOLIS;630;101;11;2749;2;20;3513
510140 ARIPUANA;2056;248;24;6122;444;16;8910
510160 BARAO DE MELGACO;214;112;9;1109;37;12;1493
510170 BARRA DO BUGRES;2231;185;19;9804;196;40;12475
510180 BARRA DO GARCAS;7957;514;40;10512;2851;208;22082
510185 BOM JESUS DO ARAGUAIA;292;66;4;920;285;44;1611
510190 BRASNORTE;2224;122;21;2413;1026;143;5949
510250 CACERES;12188;913;117;24934;70;86;38308
510260 CAMPINAPOLIS;1097;48;3;1180;4028;56;6412
510263 CAMPO NOVO DO PARECIS;4812;615;38;7352;262;58;13137
510267 CAMPO VERDE;5459;529;31;8384;16;26;14445
510268 CAMPOS DE JULIO;980;77;6;1313;3;4;2383
510269 CANABRAVA DO NORTE;413;45;9;1020;10;16;1513
510270 CANARANA;2369;174;14;3830;1832;201;8420
510279 CARLINDA;1569;142;14;1876;5;30;3636
510285 CASTANHEIRA;1086;111;13;1406;33;12;2661
510300 CHAPADA DOS GUIMARAES;825;228;18;4755;30;27;5883
510305 CLAUDIA;1682;115;22;1586;1;11;3417
510310 COCALINHO;525;148;21;976;11;41;1722
510320 COLIDER;4813;236;24;5834;140;43;11090
510325 COLNIZA;2516;224;200;6700;12;49;9701
510330 COMODORO;2199;255;20;4199;1409;95;8177
510335 CONFRESA;3597;192;49;6361;432;93;10724
510336 CONQUISTA D'OESTE;343;37;5;554;104;6;1049
510337 COTRIGUACU;2169;148;11;2074;45;64;4511
510340 CUIABA;56267;10527;723;154647;363;771;223298
510343 CURVELANDIA;486;12;4;799;1;3;1305
510345 DENISE;589;122;10;2037;5;22;2785
510350 DIAMANTINO;2257;367;14;5394;16;20;8068
510360 DOM AQUINO;575;39;1;1590;1;15;2221
510370 FELIZ NATAL;1713;100;19;1754;625;11;4222
510380 FIGUEIROPOLIS D'OESTE;418;14;-;708;-;3;1143
510385 GAUCHA DO NORTE;705;92;2;661;1050;35;2545
510390 GENERAL CARNEIRO;379;19;-;422;1566;10;2396
510395 GLORIA D'OESTE;430;17;3;390;-;1;841
510410 GUARANTA DO NORTE;4834;264;30;6514;206;40;11888
510420 GUIRATINGA;1160;121;6;1739;8;20;3054
510450 INDIAVAI;282;15;1;593;-;1;892
510452 IPIRANGA DO NORTE;654;90;10;846;3;3;1606
510454 ITANHANGA;658;56;10;713;1;4;1442
510455 ITAUBA;1033;41;3;1015;2;5;2099
510460 ITIQUIRA;1126;76;10;2545;5;33;3795
510480 JACIARA;3497;281;10;6350;16;74;10228
510490 JANGADA;345;58;13;2212;5;16;2649
510500 JAURU;1303;90;8;2270;2;22;3695
510510 JUARA;5234;284;39;6725;938;62;13282
510515 JUINA;7594;667;68;7353;671;30;16383
510517 JURUENA;1781;106;6;1731;35;10;3669
510520 JUSCIMEIRA;1015;108;10;2134;11;22;3300
510523 LAMBARI D'OESTE;316;47;2;1447;4;2;1818
510525 LUCAS DO RIO VERDE;10322;956;131;10650;20;61;22140
510530 LUCIARA;123;22;1;539;139;9;833
510550 VILA BELA DA SANTISSIMA TRINDADE;1097;541;26;3252;36;170;5122
510558 MARCELANDIA;2249;88;3;2357;363;94;5154
510560 MATUPA;2553;259;17;3105;52;56;6042
510562 MIRASSOL D'OESTE;4808;160;6;4258;4;21;9257
510590 NOBRES;864;135;17;5217;59;46;6338
510600 NORTELANDIA;241;64;7;1985;2;12;2311
510610 NOSSA SENHORA DO LIVRAMENTO;290;239;12;2247;9;30;2827
510615 NOVA BANDEIRANTES;1688;111;6;1639;6;96;3546
510617 NOVA NAZARE;147;14;1;294;691;24;1171
510618 NOVA LACERDA;516;62;10;1049;44;18;1699
510619 NOVA SANTA HELENA;448;24;1;681;1;5;1160
510620 NOVA BRASILANDIA;239;62;4;1033;4;5;1347
510621 NOVA CANAA DO NORTE;1719;81;5;2168;4;34;4011
510622 NOVA MUTUM;5418;364;78;8911;11;88;14870
510623 NOVA OLIMPIA;616;115;22;6770;1;73;7597
510624 NOVA UBIRATA;1399;122;21;1596;34;4;3176
510625 NOVA XAVANTINA;2024;157;8;4295;147;80;6711
510626 NOVO MUNDO;782;46;5;1242;3;7;2085
510627 NOVO HORIZONTE DO NORTE;534;24;-;449;1;4;1012
510628 NOVO SAO JOAQUIM;938;59;2;1320;56;13;2388
510629 PARANAITA;2030;100;1;1718;7;13;3869
510630 PARANATINGA;2280;190;56;4652;863;17;8058
510631 NOVO SANTO ANTONIO;47;34;-;436;3;7;527
510637 PEDRA PRETA;1838;170;12;3514;6;94;5634
510642 PEIXOTO DE AZEVEDO;2340;500;23;9277;850;33;13023
510645 PLANALTO DA SERRA;159;33;1;593;4;1;791
510650 POCONE;1336;720;276;9555;28;140;12055
510665 PONTAL DO ARAGUAIA;617;44;5;950;2;21;1639
510670 PONTE BRANCA;276;12;-;177;-;3;468
510675 PONTES E LACERDA;6822;728;118;10837;100;92;18697
510677 PORTO ALEGRE DO NORTE;1059;69;28;2486;25;43;3710
510680 PORTO DOS GAUCHOS;978;58;15;937;10;14;2012
510682 PORTO ESPERIDIAO;1178;70;2;2573;55;6;3884
510685 PORTO ESTRELA;156;22;1;922;2;8;1111
510700 POXOREO;1156;167;8;3981;181;35;5528
510704 PRIMAVERA DO LESTE;11391;771;83;12564;134;112;25055
510706 QUERENCIA;2530;184;8;2985;1025;120;6852
510710 SAO JOSE DOS QUATRO MARCOS;2437;170;3;3291;5;10;5916
510715 RESERVA DO CABACAL;219;10;-;487;-;1;717
510718 RIBEIRAO CASCALHEIRA;688;72;10;2251;413;36;3470
510719 RIBEIRAOZINHO;382;28;4;290;-;7;711
510720 RIO BRANCO;377;44;4;1294;2;3;1724
510724 SANTA CARMEM;800;45;9;741;2;3;1600
510726 SANTO AFONSO;117;23;3;582;1;1;727
510729 SAO JOSE DO POVO;225;14;3;390;1;1;634
510730 SAO JOSE DO RIO CLARO;1474;134;7;4601;3;27;6246
510735 SAO JOSE DO XINGU;548;93;7;1401;269;21;2339
510740 SAO PEDRO DA CIPA;390;72;4;1072;5;11;1554
510757 RONDOLANDIA;166;19;1;411;124;5;726
510760 RONDONOPOLIS;29702;2075;245;48390;544;142;81098
510770 ROSARIO OESTE;695;106;20;4054;11;37;4923
510774 SANTA CRUZ DO XINGU;172;32;1;356;7;12;580
510775 SALTO DO CEU;617;48;6;561;1;1;1234
510776 SANTA RITA DO TRIVELATO;325;31;7;440;1;1;805
510777 SANTA TEREZINHA;432;74;11;1625;565;48;2755
510779 SANTO ANTONIO DO LESTE;282;20;-;455;220;2;979
510780 SANTO ANTONIO DO LEVERGER;685;254;18;3823;184;21;4985
510785 SAO FELIX DO ARAGUAIA;480;56;10;2528;318;35;3427
510787 SAPEZAL;3203;318;57;4862;216;48;8704
510788 SERRA NOVA DOURADA;55;9;1;245;1;12;323
510790 SINOP;25163;2273;379;28294;169;153;56431
510792 SORRISO;15397;1484;270;14957;17;18;32143
510794 TABAPORA;1384;86;4;1552;3;15;3044
510795 TANGARA DA SERRA;12590;1366;143;18288;771;313;33471
510800 TAPURAH;2192;189;22;2293;8;8;4712
510805 TERRA NOVA DO NORTE;2499;107;5;1257;6;27;3901
510810 TESOURO;292;28;-;402;1;3;726
510820 TORIXOREU;452;40;8;555;3;11;1069
510830 UNIAO DO SUL;545;63;12;634;1;-;1255
510835 VALE DE SAO DOMINGOS;252;28;3;480;-;2;765
510840 VARZEA GRANDE;21576;4661;430;79871;187;693;107418
510850 VERA;1998;118;14;1476;2;4;3612
510860 VILA RICA;3921;304;27;2736;12;535;7535
510880 NOVA GUARITA;702;41;1;746;-;2;1492
510885 NOVA MARILANDIA;157;36;4;726;3;11;937
510890 NOVA MARINGA;470;67;11;1413;6;8;1975
510895 NOVA MONTE VERDE;1109;72;6;1149;-;6;2342
 MUNICIPIO IGNORADO - GO;51;4;3;136;1;65;260
520005 ABADIA DE GOIAS;1002;100;26;1919;3;517;3567
520010 ABADIANIA;1675;80;22;2461;5;52;4295
520013 ACREUNA;3417;189;28;3024;12;152;6822
520015 ADELANDIA;350;5;3;194;-;69;621
520017 AGUA FRIA DE GOIAS;241;44;6;836;-;46;1173
520020 AGUA LIMPA;318;5;6;118;-;17;464
520025 AGUAS LINDAS DE GOIAS;7684;2355;444;35795;134;15277;61689
520030 ALEXANIA;3744;168;85;4259;9;481;8746
520050 ALOANDIA;291;15;1;167;-;14;488
520055 ALTO HORIZONTE;598;66;22;985;4;36;1711
520060 ALTO PARAISO DE GOIAS;457;231;19;1658;13;154;2532
520080 ALVORADA DO NORTE;516;154;8;2567;11;114;3370
520082 AMARALINA;183;18;5;337;2;11;556
520085 AMERICANO DO BRASIL;820;39;37;620;3;140;1659
520090 AMORINOPOLIS;719;15;4;263;-;20;1021
520110 ANAPOLIS;54061;2672;784;69804;89;1755;129165
520120 ANHANGUERA;121;4;-;86;-;8;219
520130 ANICUNS;3235;149;34;1693;4;405;5520
520140 APARECIDA DE GOIANIA;55041;4377;1808;95125;290;22054;178695
520145 APARECIDA DO RIO DOCE;415;19;3;286;1;14;738
520150 APORE;707;94;10;605;2;17;1435
520160 ARACU;387;18;15;466;3;64;953
520170 ARAGARCAS;2624;83;18;3502;55;217;6499
520180 ARAGOIANIA;849;43;16;1396;2;357;2663
520215 ARAGUAPAZ;787;62;14;912;4;160;1939
520235 ARENOPOLIS;449;21;10;402;3;18;903
520250 ARUANA;650;123;28;1134;70;239;2244
520260 AURILANDIA;407;24;7;291;-;38;767
520280 AVELINOPOLIS;293;14;3;208;-;70;588
520310 BALIZA;183;41;6;407;2;14;653
520320 BARRO ALTO;532;121;14;1835;6;124;2632
520330 BELA VISTA DE GOIAS;3394;179;46;3246;12;1033;7910
520340 BOM JARDIM DE GOIAS;1045;42;31;1209;6;68;2401
520350 BOM JESUS DE GOIAS;3695;344;37;2662;10;184;6932
520355 BONFINOPOLIS;804;73;22;1115;2;475;2491
520357 BONOPOLIS;256;59;4;590;1;36;946
520360 BRAZABRANTES;329;17;8;390;-;97;841
520380 BRITANIA;856;94;12;868;7;65;1902
520390 BURITI ALEGRE;1678;59;151;704;2;44;2638
520393 BURITI DE GOIAS;398;8;6;324;1;26;763
520396 BURITINOPOLIS;174;33;3;748;4;28;990
520400 CABECEIRAS;562;82;18;1765;1;74;2502
520410 CACHOEIRA ALTA;1419;99;15;1079;6;59;2677
520420 CACHOEIRA DE GOIAS;180;14;3;149;1;22;369
520425 CACHOEIRA DOURADA;1209;92;10;864;4;93;2272
520430 CACU;2434;132;18;982;6;49;3621
520440 CAIAPONIA;2042;186;17;2108;11;80;4444
520450 CALDAS NOVAS;13329;924;110;11338;15;504;26220
520455 CALDAZINHA;399;17;17;342;1;127;903
520460 CAMPESTRE DE GOIAS;306;17;3;529;-;83;938
520465 CAMPINACU;225;33;10;704;3;16;991
520470 CAMPINORTE;1359;115;14;1808;1;96;3393
520480 CAMPO ALEGRE DE GOIAS;754;38;3;704;1;47;1547
520485 CAMPO LIMPO DE GOIAS;696;42;15;1406;-;16;2175
520490 CAMPOS BELOS;1522;485;55;5739;9;174;7984
520495 CAMPOS VERDES;341;43;12;1259;13;45;1713
520500 CARMO DO RIO VERDE;1375;42;22;1020;3;38;2500
520505 CASTELANDIA;552;32;8;419;1;25;1037
520510 CATALAO;17893;520;39;10552;20;736;29760
520520 CATURAI;477;30;12;531;1;137;1188
520530 CAVALCANTE;336;635;32;2447;10;188;3648
520540 CERES;3475;135;62;2587;3;97;6359
520545 CEZARINA;899;36;27;1432;5;142;2541
520547 CHAPADAO DO CEU;1706;114;15;1540;4;50;3429
520549 CIDADE OCIDENTAL;3703;996;111;12426;38;4510;21784
520551 COCALZINHO DE GOIAS;1134;126;43;3206;3;518;5030
520552 COLINAS DO SUL;184;57;6;690;4;78;1019
520570 CORREGO DO OURO;414;17;5;215;-;55;706
520580 CORUMBA DE GOIAS;892;40;14;1568;2;50;2566
520590 CORUMBAIBA;1282;73;10;724;1;47;2137
520620 CRISTALINA;4251;649;126;12802;59;834;18721
520630 CRISTIANOPOLIS;443;12;26;278;4;89;852
520640 CRIXAS;1432;152;126;3170;21;181;5082
520650 CROMINIA;513;29;5;258;2;53;860
520660 CUMARI;423;14;1;245;-;12;695
520670 DAMIANOPOLIS;306;37;14;767;2;35;1161
520680 DAMOLANDIA;361;13;4;217;-;77;672
520690 DAVINOPOLIS;244;10;1;139;-;18;412
520710 DIORAMA;403;22;9;133;-;8;575
520725 DOVERLANDIA;1097;87;27;924;10;51;2196
520735 EDEALINA;647;32;8;337;1;19;1044
520740 EDEIA;1602;103;11;1401;4;200;3321
520750 ESTRELA DO NORTE;302;39;14;575;6;28;964
520753 FAINA;784;55;13;702;1;82;1637
520760 FAZENDA NOVA;973;16;7;400;2;52;1450
520780 FIRMINOPOLIS;1372;24;10;700;-;105;2211
520790 FLORES DE GOIAS;336;259;51;1738;35;88;2507
520800 FORMOSA;10324;1850;247;26950;58;1166;40595
520810 FORMOSO;431;40;15;944;9;48;1487
520815 GAMELEIRA DE GOIAS;255;15;6;372;1;11;660
520830 DIVINOPOLIS DE GOIAS;302;68;13;1230;2;86;1701
520840 GOIANAPOLIS;1457;75;24;2303;1;101;3961
520850 GOIANDIRA;671;25;1;374;-;82;1153
520860 GOIANESIA;4727;294;80;15823;19;461;21404
520870 GOIANIA;201553;10342;3329;158686;663;94426;468999
520880 GOIANIRA;4796;629;118;6622;13;1671;13849
520890 GOIAS;3017;232;42;4314;30;964;8599
520910 GOIATUBA;7351;193;36;2618;17;169;10384
520915 GOUVELANDIA;375;42;2;679;4;25;1127
520920 GUAPO;1503;118;28;1942;5;831;4427
520929 GUARAITA;379;6;2;138;1;16;542
520940 GUARANI DE GOIAS;136;16;-;784;3;15;954
520945 GUARINOS;243;16;4;257;-;11;531
520960 HEITORAI;447;21;1;300;2;62;833
520970 HIDROLANDIA;1915;119;48;2808;6;791;5687
520980 HIDROLINA;532;23;11;425;3;43;1037
520990 IACIARA;587;273;29;3816;11;111;4827
520993 INACIOLANDIA;765;59;6;786;2;37;1655
520995 INDIARA;880;164;54;3420;12;353;4883
521000 INHUMAS;7373;328;43;7271;17;416;15448
521010 IPAMERI;3169;124;11;4009;-;91;7404
521015 IPIRANGA DE GOIAS;304;6;5;241;1;12;569
521020 IPORA;5876;177;99;3203;10;135;9500
521030 ISRAELANDIA;279;21;2;367;2;27;698
521040 ITABERAI;4737;269;56;5615;14;793;11484
521056 ITAGUARI;690;9;3;441;-;60;1203
521060 ITAGUARU;568;23;5;563;3;63;1225
521080 ITAJA;1135;50;57;393;1;26;1662
521090 ITAPACI;3180;147;55;3037;9;87;6515
521100 ITAPIRAPUA;550;59;19;1387;4;92;2111
521120 ITAPURANGA;5662;98;37;2109;9;130;8045
521130 ITARUMA;1291;60;4;516;4;45;1920
521140 ITAUCU;937;35;10;842;3;98;1925
521150 ITUMBIARA;17331;1162;134;10878;21;948;30474
521160 IVOLANDIA;271;17;7;289;3;21;608
521170 JANDAIA;814;31;11;798;3;70;1727
521180 JARAGUA;5648;232;149;6902;49;608;13588
521190 JATAI;15812;1188;159;15723;19;340;33241
521200 JAUPACI;466;26;6;363;-;26;887
521205 JESUPOLIS;246;10;8;304;1;20;589
521210 JOVIANIA;1270;61;28;702;7;53;2121
521220 JUSSARA;1484;87;208;4117;21;204;6121
521225 LAGOA SANTA;193;17;-;88;-;11;309
521230 LEOPOLDO DE BULHOES;858;61;18;1050;4;216;2207
521250 LUZIANIA;13440;2252;379;43505;88;11929;71593
521260 MAIRIPOTABA;334;20;3;188;-;33;578
521270 MAMBAI;691;89;20;1966;14;79;2859
521280 MARA ROSA;1292;88;64;1913;13;96;3466
521290 MARZAGAO;359;25;4;296;-;17;701
521295 MATRINCHA;705;36;9;528;1;59;1338
521300 MAURILANDIA;1195;154;18;2911;2;94;4374
521305 MIMOSO DE GOIAS;56;19;5;198;-;193;471
521308 MINACU;2856;433;50;7667;27;214;11247
521310 MINEIROS;8170;1189;52;11655;38;153;21257
521340 MOIPORA;180;5;6;125;1;16;333
521350 MONTE ALEGRE DE GOIAS;285;335;18;1999;2;96;2735
521370 MONTES CLAROS DE GOIAS;863;55;16;1174;5;47;2160
521375 MONTIVIDIU;1772;103;23;1696;1;101;3696
521377 MONTIVIDIU DO NORTE;295;24;16;606;3;28;972
521380 MORRINHOS;8446;292;87;4255;8;413;13501
521385 MORRO AGUDO DE GOIAS;364;12;6;197;-;9;588
521390 MOSSAMEDES;609;14;7;459;3;68;1160
521400 MOZARLANDIA;2020;180;90;2359;12;240;4901
521405 MUNDO NOVO;635;88;35;1104;5;122;1989
521410 MUTUNOPOLIS;302;37;14;864;3;22;1242
521440 NAZARIO;880;47;25;887;5;253;2097
521450 NEROPOLIS;3858;230;79;4120;6;936;9229
521460 NIQUELANDIA;3731;392;84;7831;35;810;12883
521470 NOVA AMERICA;287;14;3;271;19;9;603
521480 NOVA AURORA;288;13;-;149;-;11;461
521483 NOVA CRIXAS;968;175;11;2800;6;186;4146
521486 NOVA GLORIA;1074;55;17;1021;1;40;2208
521487 NOVA IGUACU DE GOIAS;263;19;3;448;2;30;765
521490 NOVA ROMA;110;35;3;562;2;28;740
521500 NOVA VENEZA;926;50;13;897;1;276;2163
